ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Ум 4ПрУМ 3ТЪЦЏ,204,6,3,1,2,177,11,46,36,26,12,8,11,12,4,11,21,2,5,8,2,4,Б|,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,310,18,12,4,2,269,6,51,60,47,35,15,13,16,16,10,23,5,6,5,3,2,2,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,235,5,2,1,2,191,9,31,31,37,23,18,7,12,13,10,39,10,11,8,6,3,1,Б|,Б|
Ум 5ПрУМ 1ТЪЦЏ,121,11,6,1,4,86,3,15,12,8,10,4,6,11,7,10,24,6,7,5,5,Б|,1,Б|,Б|
Ум 5ПрУМ 2ТЪЦЏ,223,9,5,3,1,171,11,38,29,23,15,7,10,12,17,9,43,11,10,11,8,2,1,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,204,5,4,Б|,1,175,5,40,32,40,15,7,7,9,8,12,24,4,6,3,5,2,2,2,Б|
Ум 5ПрУМ 5ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,41,3,2,1,Б|,37,2,4,7,3,6,4,1,4,4,2,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,99,4,Б|,2,2,79,4,5,16,6,13,6,7,11,7,4,16,9,3,3,Б|,Б|,1,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,21,Б|,Б|,Б|,Б|,14,Б|,1,1,1,2,Б|,2,2,2,3,7,1,2,2,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,85,10,3,3,4,62,4,4,3,7,9,5,7,10,8,5,13,2,5,1,2,2,1,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,75,5,1,Б|,4,59,3,8,9,9,11,2,3,3,5,6,11,4,3,Б|,2,2,Б|,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,50,1,Б|,1,Б|,49,Б|,5,16,10,10,3,1,Б|,4,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,105,6,Б|,1,5,88,4,16,18,9,5,10,9,7,6,4,11,Б|,5,2,3,Б|,1,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,98,19,12,4,3,69,2,3,6,13,13,4,6,7,12,3,10,4,3,2,1,Б|,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,95,2,Б|,Б|,2,80,2,11,23,12,7,5,4,7,6,3,13,5,5,1,1,1,Б|,Б|,Б|
Ум 1ПрРЉ15ТЪЦЏ,93,5,2,3,Б|,76,5,23,10,11,5,4,5,5,5,3,12,4,4,1,2,1,Б|,Б|,Б|
Ум 1ПрРЉ16ТЪЦЏ,64,Б|,Б|,Б|,Б|,58,Б|,10,8,13,2,5,6,5,5,4,6,1,Б|,1,3,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,173,5,Б|,4,1,132,3,11,16,19,9,22,7,12,17,16,36,13,11,9,1,2,Б|,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,108,9,1,3,5,83,4,22,9,11,8,7,4,9,3,6,16,5,3,4,2,1,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,342,38,22,10,6,272,7,29,26,52,51,27,19,21,12,28,32,9,7,7,5,3,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,178,18,10,7,1,145,4,10,19,32,20,10,11,15,16,8,15,5,3,5,1,1,Б|,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,259,33,18,11,4,192,10,14,18,30,29,22,19,23,15,12,34,10,11,6,4,1,1,1,Б|
Ум 1ПрРЉ22ТЪЦЏ,106,3,2,Б|,1,93,Б|,14,19,24,8,4,7,4,11,2,10,1,3,3,3,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,375,44,11,16,17,262,14,20,18,22,32,42,26,34,30,24,69,24,22,14,4,4,1,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,174,21,7,8,6,136,11,9,13,25,20,23,13,6,10,6,17,7,3,4,1,2,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,261,45,20,14,11,180,7,9,17,33,21,27,19,16,14,17,36,10,10,10,3,2,Б|,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,61,8,5,1,2,36,6,Б|,3,2,4,2,5,4,4,6,17,3,4,4,1,3,2,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,292,36,16,11,9,199,10,9,9,23,29,22,21,28,26,22,57,19,15,11,9,1,Б|,2,Б|
Ум 1ПрРЉ28ТЪЦЏ,105,13,5,6,2,72,2,2,11,9,10,13,5,7,5,8,20,7,4,3,4,2,Б|,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 2ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,50,Б|,Б|,Б|,Б|,34,Б|,2,2,3,3,2,5,7,5,5,16,5,2,3,3,2,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,35,Б|,Б|,Б|,Б|,25,Б|,Б|,4,3,2,1,2,3,5,5,10,1,5,1,1,1,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,36,4,3,1,Б|,23,1,1,1,2,1,2,3,3,2,7,9,1,2,2,2,Б|,1,1,Б|
Ум 2ПрРЉ 8ТЪЦЏ,140,9,3,3,3,108,6,5,13,14,8,13,16,18,9,6,23,8,7,4,2,2,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,75,1,1,Б|,Б|,66,1,21,17,8,4,2,5,1,3,4,8,1,1,1,3,Б|,2,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,157,2,Б|,2,Б|,105,3,10,3,11,9,10,13,14,15,17,50,22,16,7,4,Б|,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,38,2,2,Б|,Б|,31,3,7,1,1,3,4,4,4,4,Б|,5,1,1,1,2,Б|,Б|,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,242,17,9,5,3,185,4,19,42,25,22,16,9,14,23,11,40,13,8,8,5,3,2,1,Б|
Ум 2ПрРЉ13ТЪЦЏ,192,7,1,Б|,6,166,7,53,31,21,11,12,8,8,10,5,19,3,6,4,3,2,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,116,2,1,Б|,1,94,3,24,28,11,4,3,7,8,2,4,20,4,7,5,3,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,252,11,6,2,3,208,5,44,42,25,23,18,16,15,13,7,33,8,7,11,3,2,1,1,Б|
Ум 2ПрРЉ20ТЪЦЏ,65,2,2,Б|,Б|,45,6,3,4,6,3,3,8,7,4,1,18,6,5,3,1,2,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,141,16,7,3,6,102,7,8,6,17,11,10,8,10,16,9,23,8,5,4,3,1,2,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,340,44,17,17,10,252,25,15,19,31,49,32,26,25,20,10,44,11,11,10,5,4,3,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,119,11,6,2,3,82,7,9,13,13,12,5,5,5,9,4,26,7,6,6,3,2,2,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,170,22,5,10,7,125,4,5,13,21,16,20,11,15,12,8,23,6,7,5,1,4,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,236,9,1,3,5,166,6,22,20,25,25,20,14,10,10,14,61,21,12,13,8,5,2,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,351,42,10,17,15,236,5,13,30,29,26,29,24,28,35,17,73,25,13,9,18,6,2,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,113,13,4,5,4,75,5,6,13,5,8,14,2,9,9,4,25,8,6,6,3,1,1,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,97,6,1,3,2,71,Б|,1,4,7,12,11,5,13,8,10,20,5,5,4,2,2,2,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,28,Б|,Б|,Б|,Б|,14,Б|,2,4,Б|,Б|,Б|,1,Б|,5,2,14,4,2,3,3,2,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,132,3,Б|,1,2,84,3,2,11,5,6,8,9,9,17,14,45,9,15,4,11,4,1,1,Б|
Ум 3ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 6ТЪЦЏ,156,10,4,3,3,109,1,6,11,20,13,9,11,12,9,17,37,11,8,6,5,2,3,2,Б|
Ум 3ПрРЉ 7ТЪЦЏ,121,6,Б|,2,4,93,8,6,13,13,10,5,8,10,8,12,22,11,5,3,2,1,Б|,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,338,11,1,8,2,247,4,31,39,38,21,18,18,21,23,34,80,25,20,19,9,4,3,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,55,2,2,Б|,Б|,44,Б|,4,8,5,9,4,4,3,5,2,9,2,Б|,2,3,1,1,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,32,Б|,Б|,Б|,Б|,23,1,1,3,1,Б|,3,1,1,7,5,9,3,1,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,199,4,Б|,1,3,118,1,5,6,7,15,14,11,18,20,21,77,25,24,15,8,4,1,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,242,14,5,Б|,9,188,8,21,28,31,22,18,15,18,17,10,40,10,10,11,5,2,1,1,Б|
Ум 3ПрРЉ13ТЪЦЏ,57,Б|,Б|,Б|,Б|,52,1,16,9,11,6,8,Б|,Б|,Б|,1,5,1,1,3,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,33,2,1,Б|,1,21,1,3,3,1,3,2,3,2,1,2,10,2,1,3,3,1,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,157,11,3,4,4,121,7,21,23,14,8,10,6,12,9,11,25,7,8,4,3,2,1,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,125,16,3,6,7,80,6,7,10,3,3,11,16,10,8,6,29,6,8,10,4,1,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,127,5,Б|,2,3,89,5,11,20,19,8,4,3,9,9,1,33,3,5,7,7,5,4,2,Б|
Ум 3ПрРЉ23ТЪЦЏ,202,20,8,7,5,156,2,12,38,34,25,4,8,11,13,9,26,3,8,8,3,2,2,Б|,Б|
Ум 3ПрРЉ24ТЪЦЏ,115,8,3,2,3,88,2,12,15,9,14,7,5,8,10,6,19,4,8,2,4,1,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,216,26,7,10,9,143,10,9,15,18,24,13,9,16,14,15,47,11,17,8,5,5,1,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,114,9,2,4,3,79,5,8,12,5,4,6,12,13,3,11,26,10,9,3,Б|,3,1,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,122,9,3,1,5,88,9,6,5,11,8,6,14,11,9,9,25,5,8,3,5,3,Б|,1,Б|
Ум 3ПрРЉ28ТЪЦЏ,56,8,1,2,5,32,1,4,4,3,1,7,2,5,3,2,16,5,3,5,2,Б|,1,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,62,3,Б|,Б|,3,45,2,5,6,1,3,1,4,9,6,8,14,6,6,1,Б|,Б|,1,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 7ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,43,1,Б|,Б|,1,35,1,Б|,4,9,1,5,6,1,2,6,7,5,1,1,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,67,3,Б|,2,1,49,9,13,5,2,4,3,1,4,4,4,15,5,3,4,2,1,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,338,4,2,2,Б|,302,21,71,76,33,24,23,10,20,17,7,32,13,10,4,2,2,1,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,265,15,6,4,5,217,4,32,34,37,22,17,16,17,19,19,33,15,11,3,3,Б|,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,350,7,4,1,2,269,9,65,40,35,17,22,13,31,18,19,74,21,23,15,12,2,1,Б|,Б|
Ум 4ПрРЉ13ТЪЦЏ,545,40,19,12,9,411,17,70,56,54,61,30,26,30,39,28,94,26,25,18,12,7,4,2,Б|
Ум 4ПрРЉ14ТЪЦЏ,273,15,7,2,6,208,14,38,38,25,20,25,15,7,12,14,50,7,22,11,4,4,2,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,272,24,7,9,8,218,11,35,37,29,24,24,20,18,14,6,30,11,7,3,4,4,1,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,315,29,8,10,11,250,6,65,47,33,27,27,13,12,14,6,36,6,11,14,4,Б|,1,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,196,10,6,1,3,176,24,38,23,24,9,15,3,17,13,10,10,3,4,2,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,105,7,3,1,3,81,4,9,7,11,13,6,5,11,9,6,17,1,6,4,4,2,Б|,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,122,7,3,1,3,98,7,19,18,17,13,5,4,1,8,6,17,7,4,2,2,1,1,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,224,54,9,25,20,146,16,10,10,18,27,21,14,14,12,4,24,8,1,6,4,3,1,1,Б|
Ум 4ПрРЉ23ТЪЦЏ,255,30,12,11,7,181,12,26,15,25,28,16,20,18,14,7,44,14,14,8,5,2,1,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,136,8,3,1,4,104,6,10,18,25,8,12,6,8,5,6,24,3,7,9,3,Б|,2,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,189,29,7,9,13,141,9,11,13,19,27,18,15,15,8,6,19,8,6,2,3,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,301,43,16,17,10,196,8,11,16,28,28,22,19,23,17,24,62,16,19,12,6,4,3,2,Б|
Ум 4ПрРЉ27ТЪЦЏ,102,3,1,2,Б|,81,1,3,13,16,12,5,6,7,11,7,18,4,3,4,5,1,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,121,3,2,Б|,1,113,7,20,29,16,12,8,7,7,5,2,5,1,1,Б|,1,2,Б|,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
