ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
СеТ РЉ12ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
СеТ РЉ13ТЪЦЏ,23,Б|,Б|,Б|,Б|,17,Б|,4,4,3,1,Б|,1,3,Б|,1,6,1,2,2,1,Б|,Б|,Б|,Б|
СеТ РЉ14ТЪЦЏ,102,12,3,6,3,72,6,8,11,11,8,10,3,5,8,2,18,8,2,2,2,2,1,1,Б|
СеТ РЉ15ТЪЦЏ,338,19,13,3,3,265,12,43,41,41,32,10,18,20,19,29,54,15,11,16,3,4,5,Б|,Б|
СеТ РЉ16ТЪЦЏ,358,23,8,7,8,300,17,43,41,39,37,35,22,32,14,20,35,10,8,8,3,4,1,1,Б|
СеТ РЉ17ТЪЦЏ,286,11,2,3,6,236,16,63,40,28,20,12,13,12,18,14,39,16,5,10,5,1,2,Б|,Б|
СеТ РЉ18ТЪЦЏ,345,14,11,2,1,271,13,41,37,48,40,16,14,25,20,17,60,19,19,11,5,3,3,Б|,Б|
СеТ РЉ19ТЪЦЏ,202,4,2,1,1,130,12,19,24,10,13,11,13,9,8,11,68,9,7,14,18,10,10,Б|,Б|
СеТ РЉ20ТЪЦЏ,251,25,9,10,6,176,6,19,20,18,26,23,22,13,21,8,50,14,13,15,6,1,Б|,1,Б|
СеТ РЉ21ТЪЦЏ,229,19,7,7,5,144,11,11,15,16,17,15,9,19,15,16,66,23,19,11,8,2,3,Б|,Б|
СеТ РЉ22ТЪЦЏ,220,26,4,14,8,158,7,22,21,27,19,16,11,16,12,7,36,10,7,10,3,4,2,Б|,Б|
СеТ РЉ23ТЪЦЏ,460,43,16,20,7,368,13,49,51,64,45,37,33,36,24,16,49,10,18,11,4,4,2,Б|,Б|
СеТ РЉ24ТЪЦЏ,453,50,18,19,13,338,18,20,21,45,48,33,39,45,43,26,65,21,19,11,8,3,2,1,Б|
СеТ РЉ25ТЪЦЏ,74,7,2,1,4,43,3,5,Б|,8,2,2,7,7,4,5,24,8,8,2,2,3,1,Б|,Б|
СеТ РЉ26ТЪЦЏ,253,21,7,5,9,203,16,24,25,24,17,20,25,21,13,18,29,8,9,6,4,2,Б|,Б|,Б|
СеТ РЉ27ТЪЦЏ,146,23,8,9,6,105,5,4,6,11,13,19,16,14,10,7,18,3,7,6,Б|,2,Б|,Б|,Б|
СеТ РЉ28ТЪЦЏ,218,35,23,10,2,147,3,8,13,40,37,14,12,8,8,4,36,14,11,5,4,Б|,1,1,Б|
Ум 1ПрУМ 2ТЪЦЏ,88,4,4,Б|,Б|,78,Б|,12,15,17,6,6,9,10,1,2,6,3,1,1,1,Б|,Б|,Б|,Б|
Ум 1ПрУМ 3ТЪЦЏ,164,11,2,4,5,130,8,9,8,24,16,14,15,15,10,11,23,12,8,Б|,2,1,Б|,Б|,Б|
Ум 1ПрУМ 4ТЪЦЏ,94,6,4,1,1,73,1,9,9,7,9,12,7,11,7,1,15,2,5,3,2,3,Б|,Б|,Б|
Ум 1ПрУМ 5ТЪЦЏ,278,23,12,6,5,230,12,21,15,23,38,26,25,34,21,15,25,5,6,8,4,2,Б|,Б|,Б|
Ум 1ПрУМ 6ТЪЦЏ,159,16,5,6,5,114,6,10,18,27,12,9,10,8,7,7,29,10,9,5,4,1,Б|,Б|,Б|
Ум 1ПрУМ 7ТЪЦЏ,339,39,11,11,17,257,14,21,41,30,25,24,26,34,23,19,43,11,11,9,8,Б|,2,2,Б|
Ум 1ПрУМ 8ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрУМ 1ТЪЦЏ,52,3,Б|,2,1,35,2,4,1,1,2,5,6,6,5,3,14,3,4,4,2,1,Б|,Б|,Б|
Ум 2ПрУМ 2ТЪЦЏ,129,2,Б|,2,Б|,112,10,28,29,7,10,4,4,6,11,3,15,4,5,2,3,1,Б|,Б|,Б|
Ум 2ПрУМ 3ТЪЦЏ,147,5,4,Б|,1,128,3,24,30,16,25,9,8,8,4,1,14,4,3,4,1,2,Б|,Б|,Б|
Ум 2ПрУМ 4ТЪЦЏ,239,17,7,5,5,162,6,7,14,21,24,14,10,38,15,13,60,21,20,7,5,6,1,Б|,Б|
Ум 2ПрУМ 5ТЪЦЏ,170,18,8,5,5,130,9,20,15,17,16,8,10,16,12,7,22,3,3,7,5,1,3,Б|,Б|
Ум 2ПрУМ 6ТЪЦЏ,620,51,15,18,18,422,21,36,25,32,31,36,50,74,45,72,147,56,38,22,20,10,Б|,1,Б|
Ум 3ПрУМ 1ТЪЦЏ,162,12,5,2,5,100,4,3,6,13,12,16,13,13,11,9,50,21,12,9,5,2,1,Б|,Б|
Ум 3ПрУМ 2ТЪЦЏ,291,25,10,9,6,201,8,21,23,19,13,23,16,29,28,21,65,18,20,16,6,3,2,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,65,4,2,1,1,39,Б|,7,8,7,3,1,4,3,5,1,22,7,2,5,5,2,1,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,308,26,10,4,12,254,15,36,40,26,25,24,22,23,19,24,28,11,8,4,1,2,1,1,Б|
Ум 3ПрУМ 6ТЪЦЏ,22,Б|,Б|,Б|,Б|,18,1,2,6,1,Б|,Б|,3,2,2,1,4,Б|,Б|,3,1,Б|,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,38,3,1,1,1,25,2,3,4,5,2,3,1,4,Б|,1,10,3,3,2,1,1,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,206,6,5,1,Б|,165,Б|,35,23,29,13,11,13,19,13,9,35,9,8,8,3,3,3,1,Б|
Ум 4ПрУМ 3ТЪЦЏ,144,7,1,2,4,115,8,21,20,11,11,8,8,19,4,5,22,4,9,4,2,3,Б|,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,176,1,Б|,Б|,1,154,6,36,34,20,10,5,12,11,13,7,21,4,9,3,3,Б|,2,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,239,8,4,Б|,4,190,6,32,37,35,20,12,10,16,14,8,41,12,11,10,3,4,1,Б|,Б|
Ум 5ПрУМ 1ТЪЦЏ,104,6,1,2,3,77,4,10,10,7,10,6,6,11,8,5,21,6,6,7,1,Б|,1,Б|,Б|
Ум 5ПрУМ 2ТЪЦЏ,186,11,6,2,3,131,3,25,21,16,12,8,8,16,13,9,44,12,9,14,8,Б|,1,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,157,5,3,1,1,127,7,27,24,25,7,3,6,11,11,6,25,7,4,5,3,3,2,1,Б|
Ум 5ПрУМ 5ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,46,5,4,Б|,1,40,1,4,9,7,2,5,2,5,3,2,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,108,5,1,1,3,81,3,12,11,11,8,4,12,12,2,6,22,8,4,3,2,5,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,15,Б|,Б|,Б|,Б|,10,Б|,Б|,Б|,1,2,Б|,2,2,1,2,5,Б|,3,2,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,73,8,2,3,3,52,4,1,3,4,5,7,11,9,4,4,13,4,3,2,2,1,1,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,73,4,Б|,3,1,59,1,13,12,10,5,1,1,4,2,10,10,4,2,1,2,1,Б|,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,49,2,1,1,Б|,46,1,13,15,8,2,2,1,1,3,Б|,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,91,10,2,3,5,68,1,12,10,6,9,7,9,7,4,3,13,1,4,2,3,1,1,1,Б|
Ум 1ПрРЉ13ТЪЦЏ,113,17,10,5,2,82,3,Б|,23,7,10,5,6,14,9,5,14,6,2,3,3,Б|,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,110,3,1,1,1,95,5,24,25,8,5,8,5,4,5,6,12,3,4,2,2,Б|,Б|,1,Б|
Ум 1ПрРЉ15ТЪЦЏ,89,5,2,3,Б|,71,3,20,10,7,9,5,6,6,5,Б|,13,5,4,1,2,Б|,Б|,1,Б|
Ум 1ПрРЉ16ТЪЦЏ,76,1,1,Б|,Б|,68,2,13,11,13,2,7,6,8,2,4,7,Б|,Б|,6,Б|,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,141,3,2,1,Б|,112,2,10,13,18,7,11,9,12,11,19,26,5,9,5,3,3,1,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,122,13,3,5,5,94,6,18,13,13,9,10,5,9,3,8,15,5,3,5,Б|,1,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,349,39,19,16,4,277,6,29,40,65,42,20,21,15,17,22,33,4,11,7,7,3,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,127,11,4,4,3,102,5,6,13,15,14,8,8,17,8,8,14,3,6,2,2,Б|,1,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,268,30,15,10,5,205,7,21,28,29,31,19,23,22,14,11,33,12,10,6,2,2,Б|,1,Б|
Ум 1ПрРЉ22ТЪЦЏ,99,8,4,2,2,82,3,15,18,17,6,4,5,4,8,2,9,3,2,2,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,387,50,17,20,13,285,16,26,20,29,41,38,35,34,20,26,52,20,18,8,3,1,2,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,152,18,5,3,10,123,10,7,16,18,16,20,11,9,10,6,11,6,1,2,1,Б|,Б|,1,Б|
Ум 1ПрРЉ25ТЪЦЏ,248,36,12,15,9,185,9,11,21,29,24,23,19,15,15,19,27,6,11,6,1,1,1,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,52,5,2,1,2,37,5,1,1,4,1,5,5,6,3,6,10,1,2,3,2,1,1,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,294,34,12,12,10,212,13,18,13,20,27,22,24,32,23,20,48,17,16,6,7,Б|,Б|,2,Б|
Ум 1ПрРЉ28ТЪЦЏ,99,10,4,4,2,68,2,6,8,13,10,9,6,4,3,7,21,6,7,2,4,1,1,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,21,Б|,Б|,Б|,Б|,11,1,Б|,Б|,3,1,1,2,Б|,Б|,3,10,6,1,Б|,1,1,1,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,54,Б|,Б|,Б|,Б|,38,Б|,4,5,3,4,3,3,7,3,6,16,3,2,3,4,3,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,33,Б|,Б|,Б|,Б|,24,Б|,2,3,1,3,1,1,4,5,4,9,5,Б|,1,2,Б|,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,38,4,3,1,Б|,26,1,2,2,2,3,3,2,3,7,1,8,1,2,3,Б|,1,1,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,136,18,6,5,7,95,4,3,12,10,11,8,13,18,6,10,23,10,5,6,1,1,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,30,Б|,Б|,Б|,Б|,22,1,3,2,1,3,Б|,1,4,3,4,8,Б|,1,3,2,1,1,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,161,2,Б|,1,1,111,2,7,7,11,6,14,13,20,16,15,48,22,12,7,5,1,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ12ТЪЦЏ,212,11,4,4,3,165,1,18,30,23,22,11,13,19,11,17,36,6,12,5,6,3,4,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,183,8,Б|,1,7,155,13,54,26,10,12,10,9,9,7,5,20,5,5,3,3,3,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,132,4,1,2,1,106,4,27,32,10,9,5,6,7,2,4,22,4,10,5,2,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,214,15,10,3,2,175,9,21,22,35,17,14,18,18,12,9,24,7,8,7,1,1,Б|,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,72,4,1,1,2,49,2,8,2,5,4,4,9,7,4,4,19,2,5,8,2,1,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,142,14,6,2,6,109,7,9,6,12,10,14,13,13,17,8,19,5,6,4,2,1,1,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,313,34,15,13,6,239,22,15,24,37,37,31,18,28,16,11,40,12,12,9,3,4,Б|,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,90,6,2,1,3,60,5,8,6,5,5,3,5,8,9,6,24,9,3,4,4,3,1,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,191,24,8,11,5,138,6,11,15,18,28,17,8,18,8,9,29,10,7,7,2,3,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,246,15,4,5,6,176,10,21,32,28,13,24,11,10,9,18,55,20,14,8,9,3,1,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,356,37,11,14,12,246,7,14,28,30,33,22,29,33,25,25,73,24,14,18,11,4,2,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,119,16,3,5,8,78,3,3,12,7,10,14,7,6,11,5,25,11,6,4,1,2,Б|,1,Б|
Ум 2ПрРЉ28ТЪЦЏ,56,2,2,Б|,Б|,43,3,Б|,4,6,4,4,7,4,7,4,11,4,4,3,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,31,Б|,Б|,Б|,Б|,17,1,3,3,Б|,Б|,Б|,1,2,3,4,14,3,3,4,1,3,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,129,3,Б|,1,2,82,1,3,9,4,5,4,11,14,17,14,44,13,9,9,7,5,1,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,18,Б|,Б|,Б|,Б|,9,Б|,Б|,1,Б|,1,Б|,1,2,1,3,9,1,3,2,Б|,1,1,1,Б|
Ум 3ПрРЉ 6ТЪЦЏ,145,7,4,2,1,101,3,1,13,19,9,9,10,14,10,13,37,14,7,7,2,4,2,1,Б|
Ум 3ПрРЉ 7ТЪЦЏ,122,6,1,2,3,96,7,9,14,17,7,6,6,12,9,9,20,8,6,3,2,1,Б|,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,308,9,2,7,Б|,231,10,22,38,24,22,16,19,27,23,30,68,23,25,11,5,3,1,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,54,1,1,Б|,Б|,45,Б|,8,7,9,5,5,3,2,3,3,8,Б|,3,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,34,1,Б|,Б|,1,21,1,1,2,Б|,3,1,1,4,4,4,12,3,3,2,3,1,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,198,5,1,3,1,135,5,5,10,10,20,8,11,25,13,28,58,20,18,8,10,Б|,2,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,223,15,3,2,10,172,6,15,32,28,18,19,19,16,13,6,36,8,13,9,1,3,Б|,2,Б|
Ум 3ПрРЉ13ТЪЦЏ,39,Б|,Б|,Б|,Б|,30,6,7,6,4,1,Б|,3,1,Б|,2,9,3,2,3,Б|,Б|,1,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,33,Б|,Б|,Б|,Б|,26,2,2,4,5,3,2,2,2,Б|,4,7,1,2,2,1,1,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,173,13,5,5,3,136,4,25,28,19,8,10,8,17,8,9,24,8,7,4,2,3,Б|,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,106,12,2,4,6,65,7,7,6,2,7,8,11,7,7,3,29,6,11,7,5,Б|,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,133,4,Б|,2,2,96,2,12,22,22,7,4,5,8,11,3,33,3,8,7,7,4,3,1,Б|
Ум 3ПрРЉ23ТЪЦЏ,163,17,7,7,3,118,2,14,28,15,11,5,9,14,14,6,28,8,6,7,4,3,Б|,Б|,Б|
Ум 3ПрРЉ24ТЪЦЏ,124,14,7,3,4,89,3,8,23,10,10,6,6,10,6,7,21,10,5,3,2,1,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,215,28,9,10,9,142,6,18,18,11,25,9,12,22,9,12,45,16,15,4,8,1,1,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,110,10,6,1,3,78,7,6,9,5,2,12,14,9,6,8,22,10,6,2,2,1,1,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,136,10,2,4,4,99,10,9,12,8,9,9,11,15,6,10,27,8,8,2,5,3,1,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,55,7,1,3,3,30,4,2,3,1,3,4,4,4,5,Б|,18,6,6,3,1,1,1,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,67,4,Б|,1,3,50,2,6,6,1,2,2,4,12,7,8,13,5,6,1,Б|,Б|,1,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,19,Б|,Б|,Б|,Б|,14,Б|,2,2,1,Б|,1,Б|,3,3,2,5,1,Б|,Б|,2,2,Б|,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,54,1,Б|,1,Б|,48,1,1,7,7,2,4,5,8,5,8,5,3,Б|,1,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,55,3,1,2,Б|,37,3,7,3,2,4,1,2,6,3,6,15,3,6,3,3,Б|,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,319,6,4,2,Б|,286,20,79,78,18,23,16,11,25,5,11,27,9,8,4,4,2,Б|,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,255,11,4,3,4,215,6,35,32,35,16,16,17,21,15,22,29,15,7,3,2,1,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,365,11,6,3,2,283,17,66,52,24,24,17,17,32,20,14,71,25,19,13,6,5,2,Б|,1
Ум 4ПрРЉ13ТЪЦЏ,536,46,23,11,12,401,17,51,63,69,44,28,24,48,35,22,89,32,22,15,10,6,2,1,1
Ум 4ПрРЉ14ТЪЦЏ,248,18,5,4,9,178,16,26,25,32,20,18,9,13,12,7,52,15,19,10,3,5,Б|,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,245,24,7,10,7,185,10,34,23,25,25,18,16,20,8,6,36,12,13,3,4,4,Б|,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,309,37,16,17,4,239,8,56,51,38,29,21,10,11,7,8,33,9,13,5,4,2,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,226,11,3,2,6,207,37,57,28,22,9,9,9,16,9,11,8,5,2,1,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,100,10,2,5,3,72,3,7,7,14,11,9,6,4,5,6,18,2,6,7,2,1,Б|,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,125,3,Б|,2,1,100,5,14,27,17,10,4,4,5,6,8,22,8,5,4,1,3,1,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,217,56,11,28,17,141,14,8,7,26,23,24,12,14,5,8,20,3,3,5,4,3,2,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,246,31,12,10,9,179,12,18,20,34,19,20,24,16,7,9,36,17,7,6,5,Б|,1,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,157,11,4,3,4,121,4,12,32,28,12,7,9,7,8,2,25,7,8,5,3,1,1,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,172,29,8,12,9,125,7,9,10,27,15,21,12,14,7,3,18,11,3,3,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,252,41,16,13,12,151,5,6,10,20,16,20,18,13,21,22,60,13,21,12,7,3,4,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,109,4,2,2,Б|,89,1,10,21,12,8,5,7,8,9,8,16,3,3,4,4,1,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,87,Б|,Б|,Б|,Б|,82,6,15,24,18,6,2,1,6,3,1,5,1,1,Б|,1,2,Б|,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 5ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
