ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
СеТ РЉ20ТЪЦЏ,276,22,8,6,8,188,4,9,23,13,25,24,21,21,29,19,66,21,4,18,11,10,2,Б|,Б|
СеТ РЉ21ТЪЦЏ,252,25,9,10,6,162,6,10,17,10,23,33,17,16,11,19,65,12,16,17,11,3,3,3,Б|
СеТ РЉ22ТЪЦЏ,335,28,11,11,6,268,11,27,32,37,33,36,29,20,21,22,39,13,7,7,6,4,2,Б|,Б|
СеТ РЉ23ТЪЦЏ,520,65,25,25,15,393,16,33,44,61,59,63,30,32,25,30,62,18,9,15,12,6,1,1,Б|
СеТ РЉ24ТЪЦЏ,440,44,15,13,16,297,14,14,25,33,30,42,36,26,29,48,99,29,26,23,13,5,3,Б|,Б|
СеТ РЉ25ТЪЦЏ,57,1,Б|,Б|,1,32,3,3,2,2,Б|,3,3,5,5,6,24,4,7,6,3,3,1,Б|,Б|
СеТ РЉ26ТЪЦЏ,271,22,6,9,7,196,5,24,24,23,24,26,23,17,17,13,53,17,12,7,8,5,3,1,Б|
СеТ РЉ27ТЪЦЏ,160,25,10,7,8,103,7,5,4,7,11,10,16,21,10,12,32,6,9,4,7,6,Б|,Б|,Б|
СеТ РЉ28ТЪЦЏ,207,21,16,3,2,151,1,4,29,24,26,23,11,13,8,12,35,9,8,9,5,3,1,Б|,Б|
Ум 1ПрУМ 2ТЪЦЏ,270,11,8,1,2,249,3,25,65,57,31,31,11,13,7,6,10,1,3,4,1,Б|,1,Б|,Б|
Ум 1ПрУМ 3ТЪЦЏ,382,31,11,13,7,310,19,17,29,43,48,44,36,24,26,24,41,14,6,13,3,4,1,Б|,Б|
Ум 1ПрУМ 4ТЪЦЏ,89,12,5,5,2,58,Б|,1,5,4,3,11,9,11,6,8,19,2,2,6,8,1,Б|,Б|,Б|
Ум 1ПрУМ 5ТЪЦЏ,356,41,8,18,15,255,5,11,10,13,24,41,43,42,29,37,60,21,12,4,11,8,3,1,Б|
Ум 1ПрУМ 6ТЪЦЏ,278,28,18,4,6,218,13,16,31,31,36,36,23,11,11,10,32,10,7,8,4,2,Б|,1,Б|
Ум 1ПрУМ 7ТЪЦЏ,502,68,28,20,20,359,18,30,32,32,61,53,42,32,28,31,75,25,16,12,8,11,2,Б|,1
Ум 1ПрУМ 8ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрУМ 1ТЪЦЏ,75,6,3,2,1,55,1,3,12,9,4,3,7,Б|,9,7,14,1,3,5,3,2,Б|,Б|,Б|
Ум 2ПрУМ 2ТЪЦЏ,269,10,8,Б|,2,225,4,31,32,27,24,24,24,18,18,23,34,12,3,8,8,3,Б|,Б|,Б|
Ум 2ПрУМ 3ТЪЦЏ,274,10,6,2,2,233,7,20,42,33,37,22,29,15,10,18,31,5,10,8,3,3,Б|,2,Б|
Ум 2ПрУМ 4ТЪЦЏ,265,32,14,9,9,181,1,13,24,20,19,19,21,8,11,45,52,12,11,16,8,4,1,Б|,Б|
Ум 2ПрУМ 5ТЪЦЏ,229,17,7,5,5,196,12,18,40,31,22,17,13,11,11,21,16,6,3,1,3,2,1,Б|,Б|
Ум 2ПрУМ 6ТЪЦЏ,752,48,20,12,16,478,21,22,28,59,45,52,54,35,67,95,226,50,72,51,35,13,5,Б|,Б|
Ум 3ПрУМ 1ТЪЦЏ,192,8,4,2,2,114,4,14,22,14,9,6,10,13,13,9,70,12,15,15,13,11,3,1,Б|
Ум 3ПрУМ 2ТЪЦЏ,529,19,8,6,5,418,8,34,69,64,51,44,32,40,32,44,92,28,16,20,16,10,2,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,479,22,18,1,3,438,9,61,102,104,62,54,24,7,9,6,19,4,4,8,3,Б|,Б|,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,342,25,11,8,6,270,6,40,50,28,29,29,22,23,20,23,47,23,10,5,5,3,Б|,1,Б|
Ум 3ПрУМ 6ТЪЦЏ,26,2,2,Б|,Б|,22,Б|,3,1,4,5,1,Б|,1,2,5,2,Б|,Б|,Б|,Б|,2,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,42,3,2,1,Б|,31,Б|,5,4,3,5,2,2,4,5,1,8,Б|,2,3,2,1,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,297,5,5,Б|,Б|,256,2,44,58,37,38,20,9,15,19,14,36,11,8,4,8,3,1,Б|,1
Ум 4ПрУМ 3ТЪЦЏ,433,13,11,2,Б|,303,6,53,81,39,43,22,19,13,11,16,117,14,11,25,41,20,6,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,347,31,15,10,6,284,9,28,42,36,59,31,22,23,20,14,32,9,9,5,5,3,1,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,292,8,4,2,2,249,12,30,59,45,25,28,15,9,13,13,35,5,9,5,9,2,4,1,Б|
Ум 5ПрУМ 1ТЪЦЏ,114,8,4,4,Б|,79,1,8,11,11,8,9,6,7,7,11,27,8,7,7,3,2,Б|,Б|,Б|
Ум 5ПрУМ 2ТЪЦЏ,321,9,4,1,4,270,4,38,82,58,24,17,13,12,10,12,42,16,8,7,6,3,2,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,372,9,7,2,Б|,258,2,26,69,43,44,31,11,9,7,16,105,16,13,31,26,14,4,1,Б|
Ум 5ПрУМ 5ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,123,8,4,2,2,114,1,29,35,17,11,9,4,6,1,1,1,Б|,Б|,Б|,Б|,Б|,1,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,224,12,9,2,1,192,1,31,56,29,17,12,9,7,21,9,20,4,5,5,3,3,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,78,3,2,1,Б|,67,Б|,10,25,15,7,3,2,1,4,Б|,8,4,Б|,1,3,Б|,Б|,Б|,Б|
Ум 7ПрУМ 2ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,14,Б|,Б|,Б|,Б|,10,Б|,Б|,Б|,2,2,1,1,1,Б|,3,4,2,1,Б|,1,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,80,4,2,Б|,2,57,3,5,5,3,7,9,3,4,9,9,19,3,4,7,1,2,1,1,Б|
Ум 1ПрРЉ 9ТЪЦЏ,131,1,1,Б|,Б|,120,3,22,24,26,19,10,6,2,3,5,10,4,2,2,Б|,1,1,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,41,Б|,Б|,Б|,Б|,41,1,6,3,7,6,8,4,2,1,3,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,99,2,2,Б|,Б|,83,3,8,12,11,9,11,6,5,12,6,14,2,2,2,4,3,1,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,118,16,8,4,4,91,1,7,10,18,15,6,10,6,4,14,11,5,1,1,4,Б|,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,94,1,1,Б|,Б|,73,3,8,13,10,12,4,6,3,8,6,20,5,3,4,7,Б|,Б|,1,Б|
Ум 1ПрРЉ15ТЪЦЏ,98,5,1,2,2,71,1,9,14,1,15,11,5,6,3,6,22,6,2,7,2,3,1,Б|,1
Ум 1ПрРЉ16ТЪЦЏ,76,Б|,Б|,Б|,Б|,67,1,13,11,4,9,6,3,7,8,5,9,2,4,1,1,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,178,6,2,1,3,129,2,9,16,13,18,20,17,12,6,16,43,10,16,10,3,4,Б|,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,144,8,2,2,4,121,6,19,22,26,10,15,6,9,5,3,15,4,4,2,2,2,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,371,38,21,8,9,284,10,29,29,50,45,38,29,23,17,14,49,18,13,4,5,7,1,1,Б|
Ум 1ПрРЉ20ТЪЦЏ,239,39,23,13,3,183,2,12,8,34,38,31,19,12,12,15,17,8,4,1,1,2,1,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,370,47,19,14,14,276,9,14,22,36,47,48,35,20,23,22,47,12,12,13,6,3,1,Б|,Б|
Ум 1ПрРЉ22ТЪЦЏ,90,2,Б|,1,1,77,3,6,10,8,14,11,7,6,5,7,11,4,1,2,3,1,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,372,37,7,13,17,245,18,9,13,23,19,29,35,34,36,29,90,20,27,14,20,5,3,1,Б|
Ум 1ПрРЉ24ТЪЦЏ,150,15,3,9,3,121,6,6,6,11,23,17,16,14,11,11,14,1,7,3,3,Б|,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,244,34,11,11,12,167,12,5,9,13,16,30,30,19,18,15,43,10,14,6,8,4,Б|,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,64,10,4,3,3,30,1,1,1,4,3,6,1,5,3,5,24,9,4,4,3,3,1,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,303,33,8,14,11,188,9,8,10,10,25,31,22,13,27,33,82,20,21,18,13,8,2,Б|,Б|
Ум 1ПрРЉ28ТЪЦЏ,200,35,12,14,9,131,10,2,10,6,22,24,22,16,8,11,34,11,8,5,7,2,1,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,52,3,3,Б|,Б|,36,1,1,1,3,8,6,5,8,2,1,13,Б|,4,8,1,Б|,Б|,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,60,1,1,Б|,Б|,41,Б|,3,5,2,5,4,3,6,6,7,18,5,4,3,4,1,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,49,Б|,Б|,Б|,Б|,35,1,2,5,3,6,4,5,2,3,4,14,4,3,5,1,1,Б|,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,23,Б|,Б|,Б|,Б|,16,1,Б|,2,2,Б|,4,3,Б|,3,1,7,3,Б|,1,1,2,Б|,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,346,28,13,6,9,257,8,25,25,21,29,23,32,29,31,34,61,19,18,13,4,5,1,1,Б|
Ум 2ПрРЉ 9ТЪЦЏ,189,8,6,2,Б|,176,1,20,46,46,28,17,10,4,3,1,5,2,1,Б|,1,Б|,Б|,Б|,1
Ум 2ПрРЉ10ТЪЦЏ,262,5,4,1,Б|,183,2,20,34,24,23,24,12,10,15,19,74,18,20,17,9,5,3,2,Б|
Ум 2ПрРЉ11ТЪЦЏ,47,2,2,Б|,Б|,40,2,6,10,4,Б|,1,2,4,3,8,5,2,Б|,1,Б|,Б|,2,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,379,28,15,8,5,281,13,33,33,31,34,26,27,23,25,36,70,17,17,14,13,6,2,1,Б|
Ум 2ПрРЉ13ТЪЦЏ,201,7,1,2,4,164,8,31,22,11,24,14,12,11,19,12,30,6,9,4,6,3,2,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,137,3,1,Б|,2,114,6,20,26,19,13,8,2,7,7,6,20,3,4,3,9,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,269,8,6,2,Б|,227,10,37,46,31,23,19,18,15,12,16,34,4,8,6,8,4,3,1,Б|
Ум 2ПрРЉ20ТЪЦЏ,61,2,Б|,2,Б|,40,Б|,5,6,5,4,1,1,4,7,7,19,4,3,4,5,2,Б|,1,Б|
Ум 2ПрРЉ21ТЪЦЏ,178,14,5,7,2,131,5,5,12,19,20,15,14,9,14,18,33,13,8,6,5,1,Б|,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,348,59,13,25,21,236,20,13,13,13,26,43,38,29,19,22,53,12,11,7,10,10,2,1,Б|
Ум 2ПрРЉ23ТЪЦЏ,104,7,4,3,Б|,69,2,5,8,10,9,8,12,2,6,7,28,8,6,7,5,2,Б|,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,173,31,8,15,8,119,8,5,8,9,32,20,15,6,5,11,23,6,3,7,5,2,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,264,9,5,1,3,199,7,19,28,26,17,28,27,24,12,11,56,14,14,14,10,1,2,1,Б|
Ум 2ПрРЉ26ТЪЦЏ,369,43,10,20,13,238,16,13,8,31,31,29,29,26,22,33,88,20,24,18,13,7,4,2,Б|
Ум 2ПрРЉ27ТЪЦЏ,154,7,2,4,1,120,7,9,13,12,17,21,14,6,10,11,27,7,4,10,2,4,Б|,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,106,14,5,5,4,63,2,Б|,2,4,7,14,13,4,7,10,29,11,7,5,4,1,1,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,121,2,1,Б|,1,107,Б|,4,22,23,19,13,11,6,3,6,12,3,3,Б|,2,3,Б|,1,Б|
Ум 3ПрРЉ 2ТЪЦЏ,105,Б|,Б|,Б|,Б|,47,Б|,2,3,5,2,3,3,7,9,13,58,14,16,15,6,5,2,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 6ТЪЦЏ,158,14,6,5,3,86,4,1,4,6,16,12,10,9,11,13,58,14,16,9,10,7,1,Б|,1
Ум 3ПрРЉ 7ТЪЦЏ,169,8,4,3,1,133,4,13,25,27,22,11,8,5,8,10,28,6,9,4,6,2,1,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,447,19,9,5,5,340,5,42,75,51,54,30,27,23,16,17,88,21,23,17,19,7,1,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,551,56,25,17,14,389,13,30,34,46,72,50,37,29,36,42,106,45,22,18,13,3,Б|,4,1
Ум 3ПрРЉ10ТЪЦЏ,15,Б|,Б|,Б|,Б|,8,Б|,Б|,Б|,Б|,1,Б|,Б|,Б|,3,4,7,1,2,2,2,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,144,3,2,Б|,1,65,1,1,Б|,1,5,9,12,9,9,18,76,13,25,22,11,4,1,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,221,5,3,1,1,169,5,14,22,19,22,12,20,9,23,23,47,7,10,9,16,4,Б|,1,Б|
Ум 3ПрРЉ13ТЪЦЏ,77,Б|,Б|,Б|,Б|,69,2,10,16,11,14,7,3,2,1,3,8,5,1,1,Б|,1,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ20ТЪЦЏ,181,19,8,5,6,139,9,14,17,15,22,18,10,11,8,15,23,9,6,4,3,Б|,Б|,1,Б|
Ум 3ПрРЉ21ТЪЦЏ,113,8,Б|,3,5,75,6,7,9,6,5,7,7,12,8,8,30,8,6,3,8,3,2,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,191,18,7,8,3,149,3,19,21,19,15,17,14,13,15,13,24,7,2,2,4,5,3,1,Б|
Ум 3ПрРЉ23ТЪЦЏ,164,10,4,3,3,131,8,10,14,20,18,16,14,12,4,15,23,5,4,7,3,2,1,1,Б|
Ум 3ПрРЉ24ТЪЦЏ,113,6,Б|,2,4,82,4,7,6,12,9,9,12,7,6,10,25,8,6,8,3,Б|,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,190,21,8,5,8,124,7,4,13,14,20,15,12,12,11,16,45,9,7,14,10,2,3,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,227,51,10,23,18,152,4,8,4,8,26,34,19,19,17,13,24,5,6,7,5,1,Б|,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,258,39,14,15,10,182,9,9,12,20,22,23,28,15,29,15,37,7,6,9,8,3,3,1,Б|
Ум 3ПрРЉ28ТЪЦЏ,48,4,2,1,1,28,4,Б|,2,4,1,1,2,3,6,5,16,3,4,3,4,Б|,1,Б|,1
Ум 4ПрРЉ 1ТЪЦЏ,40,Б|,Б|,Б|,Б|,24,Б|,1,2,3,2,1,Б|,3,4,8,16,5,5,2,3,Б|,Б|,Б|,1
Ум 4ПрРЉ 2ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,60,Б|,Б|,Б|,Б|,55,Б|,1,11,12,11,9,2,3,2,4,5,2,2,Б|,Б|,1,Б|,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,303,28,15,6,7,251,7,40,45,35,36,29,14,21,11,13,24,4,6,6,3,4,1,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,49,5,4,1,Б|,29,1,2,1,7,6,3,1,2,2,4,15,2,5,3,3,2,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,406,15,9,4,2,354,15,67,59,52,29,31,34,19,21,27,37,7,14,8,8,Б|,Б|,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,218,7,3,2,2,180,2,26,37,27,30,11,16,7,11,13,31,9,14,4,1,1,2,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,336,14,7,5,2,256,6,36,49,29,36,18,21,13,20,28,66,21,12,17,7,6,2,1,Б|
Ум 4ПрРЉ13ТЪЦЏ,667,62,20,22,20,519,19,52,86,99,52,74,36,24,26,51,86,21,19,15,19,8,3,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,269,19,12,6,1,200,9,27,40,21,25,22,16,12,14,14,50,12,8,10,13,7,Б|,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,384,29,14,8,7,309,13,29,61,38,32,45,24,23,26,18,46,16,6,12,6,3,3,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,339,27,14,6,7,279,16,45,52,30,34,21,24,25,18,14,33,4,6,7,14,1,1,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,370,59,24,24,11,272,10,21,35,44,39,28,29,22,22,22,39,16,11,8,1,2,1,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,198,38,15,18,5,134,4,5,10,21,20,21,15,15,8,15,26,5,10,1,5,3,1,1,Б|
Ум 4ПрРЉ21ТЪЦЏ,306,29,13,8,8,246,11,24,38,29,34,29,31,15,16,19,31,11,6,5,5,3,Б|,1,Б|
Ум 4ПрРЉ22ТЪЦЏ,183,41,21,14,6,121,5,4,8,25,23,13,8,6,17,12,21,3,8,2,3,3,2,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,233,30,9,10,11,153,10,17,8,11,13,25,17,21,18,13,50,7,9,15,9,5,4,1,Б|
Ум 4ПрРЉ24ТЪЦЏ,174,22,11,7,4,136,3,22,19,18,18,20,11,12,5,8,16,3,3,5,3,2,Б|,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,254,37,16,12,9,190,8,10,24,33,31,33,16,13,12,10,27,4,9,8,2,3,1,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,314,34,4,18,12,197,11,8,16,16,22,40,24,21,19,20,83,24,21,17,13,7,1,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,96,5,3,1,1,71,2,5,7,13,12,5,4,8,6,9,20,7,6,3,1,2,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,176,2,2,Б|,Б|,166,1,30,45,33,19,17,8,3,6,4,8,4,Б|,1,1,1,Б|,1,Б|
Ум 5ПрРЉ 2ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 5ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
