ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
СеТ РЉ12ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
СеТ РЉ13ТЪЦЏ,98,7,7,Б|,Б|,86,Б|,10,16,24,12,7,6,7,2,2,5,Б|,1,1,1,2,Б|,Б|,Б|
СеТ РЉ14ТЪЦЏ,147,3,1,2,Б|,125,7,22,26,18,16,11,4,6,6,9,19,8,4,3,2,Б|,1,Б|,1
СеТ РЉ15ТЪЦЏ,417,14,11,2,1,319,16,53,62,44,37,21,22,19,22,23,84,23,16,19,17,5,3,1,Б|
СеТ РЉ16ТЪЦЏ,328,19,7,5,7,237,9,28,30,22,26,24,30,21,23,24,72,26,17,8,7,9,Б|,5,Б|
СеТ РЉ17ТЪЦЏ,357,8,3,3,2,306,8,44,54,50,47,30,23,14,15,21,43,12,14,7,6,3,1,Б|,Б|
СеТ РЉ18ТЪЦЏ,392,19,9,5,5,297,6,41,36,41,27,45,25,24,23,29,76,28,15,16,13,4,Б|,Б|,Б|
СеТ РЉ19ТЪЦЏ,206,11,5,3,3,116,3,10,13,11,18,15,9,12,11,14,79,8,14,14,22,10,9,2,Б|
СеТ РЉ20ТЪЦЏ,271,19,7,4,8,192,6,15,22,13,27,20,20,23,26,20,60,16,7,17,11,8,1,Б|,Б|
СеТ РЉ21ТЪЦЏ,244,19,7,9,3,161,8,14,15,13,23,26,15,13,15,19,64,14,16,17,9,3,2,3,Б|
СеТ РЉ22ТЪЦЏ,305,19,8,4,7,243,12,21,25,42,28,27,28,16,21,23,43,14,7,10,9,2,1,Б|,Б|
СеТ РЉ23ТЪЦЏ,466,55,18,17,20,352,15,25,49,42,52,52,39,28,20,30,59,18,10,13,11,5,1,1,Б|
СеТ РЉ24ТЪЦЏ,458,42,14,13,15,319,15,19,27,29,41,44,37,31,34,42,97,26,26,22,15,5,3,Б|,Б|
СеТ РЉ25ТЪЦЏ,61,1,Б|,Б|,1,34,5,1,2,3,Б|,5,3,5,6,4,26,4,7,7,4,2,1,Б|,1
СеТ РЉ26ТЪЦЏ,251,14,4,6,4,187,4,22,25,23,25,24,18,17,15,14,50,18,8,8,8,4,3,1,Б|
СеТ РЉ27ТЪЦЏ,155,24,8,6,10,101,6,4,3,7,16,9,16,23,8,9,30,6,7,7,6,4,Б|,Б|,Б|
СеТ РЉ28ТЪЦЏ,205,17,12,4,1,151,1,4,19,31,31,17,12,11,10,15,37,8,13,9,4,3,Б|,Б|,Б|
Ум 1ПрУМ 2ТЪЦЏ,257,11,8,1,2,237,2,36,64,45,32,24,10,11,7,6,9,1,3,4,Б|,1,Б|,Б|,Б|
Ум 1ПрУМ 3ТЪЦЏ,384,36,16,13,7,305,16,23,30,45,44,43,36,21,23,24,43,13,10,12,2,5,Б|,1,Б|
Ум 1ПрУМ 4ТЪЦЏ,92,14,7,6,1,60,Б|,2,6,5,3,14,9,8,8,5,18,2,2,7,6,1,Б|,Б|,Б|
Ум 1ПрУМ 5ТЪЦЏ,359,44,12,18,14,260,5,10,10,22,27,33,50,34,32,37,55,18,11,5,11,6,3,1,Б|
Ум 1ПрУМ 6ТЪЦЏ,280,33,20,6,7,220,11,21,33,30,39,30,22,11,12,11,27,8,6,7,3,2,1,Б|,Б|
Ум 1ПрУМ 7ТЪЦЏ,518,67,25,21,21,378,21,34,40,33,61,58,41,34,24,32,73,25,12,11,12,9,3,1,Б|
Ум 1ПрУМ 8ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрУМ 1ТЪЦЏ,89,7,2,3,2,53,1,4,11,8,5,3,6,1,8,6,29,2,4,7,5,10,1,Б|,Б|
Ум 2ПрУМ 2ТЪЦЏ,261,9,7,1,1,224,9,30,22,29,25,23,26,17,20,23,28,6,5,8,7,2,Б|,Б|,Б|
Ум 2ПрУМ 3ТЪЦЏ,271,9,5,1,3,231,5,19,42,38,42,22,30,8,14,11,31,6,9,9,5,Б|,Б|,2,Б|
Ум 2ПрУМ 4ТЪЦЏ,251,25,7,11,7,176,2,15,22,15,17,19,20,8,19,39,50,11,10,15,8,4,2,Б|,Б|
Ум 2ПрУМ 5ТЪЦЏ,220,14,4,5,5,189,8,20,40,28,21,15,16,11,11,19,17,6,4,1,2,3,Б|,Б|,1
Ум 2ПрУМ 6ТЪЦЏ,683,41,17,10,14,425,21,19,26,53,36,41,44,37,75,73,217,56,67,44,33,12,5,Б|,Б|
Ум 3ПрУМ 1ТЪЦЏ,177,8,4,1,3,101,6,17,18,9,9,3,9,13,7,10,68,15,15,13,13,10,1,1,Б|
Ум 3ПрУМ 2ТЪЦЏ,518,22,10,7,5,404,10,35,68,53,50,44,37,34,33,40,92,33,14,24,14,6,1,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,459,23,16,3,4,417,9,59,115,97,64,38,14,7,6,8,19,3,3,9,3,Б|,1,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,351,21,9,9,3,284,8,55,54,25,27,29,24,22,17,23,46,21,10,6,6,2,Б|,1,Б|
Ум 3ПрУМ 5ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрУМ 6ТЪЦЏ,22,1,1,Б|,Б|,19,Б|,1,1,4,3,2,Б|,1,4,3,2,Б|,Б|,Б|,Б|,2,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,39,2,1,1,Б|,29,Б|,4,7,1,3,3,2,4,4,1,8,1,2,2,3,Б|,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,294,6,4,2,Б|,255,8,47,55,31,33,21,9,21,18,12,33,7,7,7,7,3,1,Б|,1
Ум 4ПрУМ 3ТЪЦЏ,427,12,10,2,Б|,296,7,51,82,42,40,19,20,14,8,13,119,14,14,28,41,15,7,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,337,27,14,7,6,278,6,43,41,40,55,23,22,18,17,13,32,8,11,6,4,1,1,1,Б|
Ум 4ПрУМ 5ТЪЦЏ,284,8,4,2,2,238,5,27,62,41,29,25,20,6,14,9,38,10,8,8,6,2,3,1,Б|
Ум 5ПрУМ 1ТЪЦЏ,115,10,5,4,1,75,4,7,7,15,7,7,3,7,8,10,30,12,5,7,2,3,Б|,1,Б|
Ум 5ПрУМ 2ТЪЦЏ,323,11,6,2,3,273,1,46,87,44,32,13,13,11,14,12,39,13,8,7,6,4,1,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,393,8,8,Б|,Б|,282,4,38,74,48,45,29,8,10,13,13,103,23,18,26,25,8,3,Б|,Б|
Ум 5ПрУМ 5ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,113,7,2,2,3,104,Б|,25,30,14,9,10,5,5,2,4,2,1,Б|,Б|,Б|,Б|,1,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,218,9,7,2,Б|,191,1,39,51,25,18,10,9,12,18,8,18,3,5,4,4,2,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,72,1,1,Б|,Б|,63,Б|,13,17,16,5,2,2,4,2,2,8,3,Б|,1,3,1,Б|,Б|,Б|
Ум 7ПрУМ 2ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,15,Б|,Б|,Б|,Б|,11,Б|,Б|,Б|,2,1,2,Б|,1,Б|,5,4,1,1,Б|,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,81,6,2,2,2,58,4,4,6,4,4,9,5,5,9,8,17,4,3,7,Б|,1,2,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,127,Б|,Б|,Б|,Б|,115,6,21,32,19,14,7,5,1,5,5,12,6,2,2,Б|,1,1,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,45,Б|,Б|,Б|,Б|,45,1,7,5,6,10,6,3,2,2,3,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,94,1,1,Б|,Б|,80,3,7,10,13,6,7,7,10,10,7,13,3,Б|,6,Б|,4,Б|,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,121,21,12,4,5,91,3,3,10,15,12,11,6,8,7,16,9,2,1,2,3,1,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,91,1,1,Б|,Б|,73,4,11,11,11,11,3,6,3,7,6,17,3,3,5,3,2,Б|,1,Б|
Ум 1ПрРЉ15ТЪЦЏ,110,6,Б|,2,4,86,7,11,11,5,15,15,7,5,4,6,18,6,5,4,Б|,1,1,Б|,1
Ум 1ПрРЉ16ТЪЦЏ,80,Б|,Б|,Б|,Б|,70,Б|,11,13,4,12,5,4,13,4,4,10,2,4,1,1,2,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,186,8,3,1,4,134,5,9,12,10,21,21,19,14,10,13,44,13,16,8,3,4,Б|,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,144,7,Б|,1,6,121,2,23,35,18,8,14,5,10,4,2,16,5,5,2,1,2,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,359,34,18,8,8,273,10,24,34,45,47,32,31,20,19,11,52,23,10,3,9,4,2,1,Б|
Ум 1ПрРЉ20ТЪЦЏ,254,38,23,12,3,197,4,10,18,37,42,27,21,10,17,11,19,9,4,1,2,2,1,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,356,48,16,19,13,259,8,19,27,28,38,50,26,19,22,22,49,12,14,13,6,3,Б|,1,Б|
Ум 1ПрРЉ22ТЪЦЏ,90,5,3,2,Б|,73,1,6,10,9,11,11,7,3,7,8,12,4,Б|,2,4,2,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,376,41,10,13,18,253,18,10,16,21,19,32,42,32,37,26,82,22,24,16,13,4,2,1,Б|
Ум 1ПрРЉ24ТЪЦЏ,153,13,4,6,3,124,4,10,11,16,19,18,19,10,9,8,16,3,6,3,3,1,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,245,36,10,16,10,167,12,4,8,11,26,23,28,19,20,16,42,11,12,7,8,3,Б|,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,71,7,Б|,5,2,42,Б|,2,1,3,5,7,3,6,5,10,22,6,3,6,2,3,1,1,Б|
Ум 1ПрРЉ27ТЪЦЏ,301,28,6,10,12,195,12,10,10,10,24,31,21,23,28,26,78,22,19,19,10,7,1,Б|,Б|
Ум 1ПрРЉ28ТЪЦЏ,197,36,15,13,8,129,10,2,7,13,19,25,21,11,8,13,32,9,9,6,5,2,1,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,52,2,2,Б|,Б|,37,1,1,2,5,6,5,8,6,3,Б|,13,1,6,5,1,Б|,Б|,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,59,1,1,Б|,Б|,39,Б|,3,2,4,5,4,2,7,7,5,19,6,5,2,4,1,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,57,1,Б|,1,Б|,43,Б|,5,7,5,5,3,5,3,4,6,13,2,3,5,2,Б|,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,23,Б|,Б|,Б|,Б|,14,1,Б|,3,Б|,2,2,2,Б|,3,1,9,4,Б|,2,1,2,Б|,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,335,26,12,7,7,256,10,25,23,22,28,24,31,30,27,36,53,20,14,9,5,4,1,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,183,7,7,Б|,Б|,168,3,21,48,45,24,14,4,5,2,2,8,3,2,2,Б|,Б|,Б|,1,Б|
Ум 2ПрРЉ10ТЪЦЏ,255,4,3,1,Б|,170,4,19,32,18,21,18,14,13,13,18,81,19,22,22,9,5,3,1,Б|
Ум 2ПрРЉ11ТЪЦЏ,46,1,1,Б|,Б|,41,4,11,6,2,Б|,1,3,4,3,7,4,1,Б|,1,Б|,1,1,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,368,27,14,9,4,278,15,39,32,33,32,24,20,28,22,33,63,12,17,10,15,6,3,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,213,6,Б|,2,4,180,8,44,23,15,23,14,14,10,16,13,27,5,8,4,6,3,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,120,3,1,1,1,98,4,19,23,12,13,8,2,5,9,3,19,3,2,7,7,Б|,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,273,8,6,1,1,230,11,27,53,35,26,16,18,14,16,14,35,4,8,6,9,5,2,1,Б|
Ум 2ПрРЉ20ТЪЦЏ,72,Б|,Б|,Б|,Б|,54,1,8,5,7,6,1,3,7,9,7,18,2,6,3,5,1,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,168,10,4,4,2,128,5,8,8,21,20,11,14,10,15,16,30,9,8,7,4,2,Б|,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,357,63,15,29,19,242,15,14,9,17,29,49,38,27,27,17,52,11,13,7,14,5,1,1,Б|
Ум 2ПрРЉ23ТЪЦЏ,108,5,Б|,5,Б|,74,5,3,9,9,10,11,9,3,5,10,29,7,6,9,5,2,Б|,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,189,38,13,16,9,125,7,5,9,14,34,19,13,7,6,11,26,6,6,6,5,2,1,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,260,11,5,2,4,193,8,20,23,24,22,26,27,22,9,12,56,13,19,10,10,1,2,1,Б|
Ум 2ПрРЉ26ТЪЦЏ,358,39,7,19,13,236,15,16,11,21,35,26,33,21,26,32,83,16,24,16,11,12,3,1,Б|
Ум 2ПрРЉ27ТЪЦЏ,155,9,4,2,3,120,5,14,8,15,21,18,10,6,14,9,26,5,5,11,2,3,Б|,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,105,13,4,6,3,67,5,Б|,3,5,10,12,11,5,7,9,25,9,7,3,2,1,2,1,Б|
Ум 3ПрРЉ 1ТЪЦЏ,125,5,4,1,Б|,107,Б|,8,25,23,16,12,9,4,5,5,13,4,2,2,3,1,1,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,110,Б|,Б|,Б|,Б|,55,1,2,4,3,6,2,5,8,9,15,55,15,13,13,7,3,4,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 6ТЪЦЏ,158,15,5,8,2,91,3,1,3,6,20,11,13,10,14,10,52,13,15,7,10,5,1,Б|,1
Ум 3ПрРЉ 7ТЪЦЏ,155,4,3,1,Б|,123,5,18,22,22,17,10,3,9,7,10,28,6,10,5,4,2,1,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,351,15,7,4,4,248,4,24,53,38,35,22,19,20,14,19,88,22,24,15,19,7,1,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,551,56,29,14,13,404,12,31,44,46,76,37,38,39,37,44,91,34,19,18,11,3,3,2,1
Ум 3ПрРЉ10ТЪЦЏ,20,Б|,Б|,Б|,Б|,12,Б|,1,1,Б|,1,2,Б|,Б|,3,4,8,3,2,2,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,153,3,2,Б|,1,70,2,Б|,Б|,2,7,9,10,12,11,17,80,17,23,25,9,4,2,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,223,4,2,2,Б|,167,8,13,22,16,22,15,18,11,24,18,52,10,16,6,16,3,Б|,1,Б|
Ум 3ПрРЉ13ТЪЦЏ,74,Б|,Б|,Б|,Б|,68,2,12,19,9,11,5,4,1,1,4,6,1,1,1,2,1,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ20ТЪЦЏ,192,21,8,7,6,144,6,14,18,20,24,16,14,7,12,13,27,13,4,7,1,Б|,1,1,Б|
Ум 3ПрРЉ21ТЪЦЏ,113,5,1,1,3,75,9,9,8,5,2,7,8,12,9,6,33,7,6,6,8,3,3,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,186,17,8,8,1,147,6,15,18,19,15,21,10,14,14,15,22,4,2,2,4,5,3,1,1
Ум 3ПрРЉ23ТЪЦЏ,177,16,10,2,4,136,6,9,16,27,24,14,14,7,5,14,25,7,4,8,3,2,Б|,1,Б|
Ум 3ПрРЉ24ТЪЦЏ,111,8,Б|,4,4,80,3,9,5,14,11,9,12,2,6,9,23,8,4,7,3,Б|,Б|,1,Б|
Ум 3ПрРЉ25ТЪЦЏ,178,15,3,2,10,114,2,10,12,11,17,14,10,13,11,14,49,13,6,14,9,5,2,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,222,50,13,22,15,147,5,4,3,10,29,28,23,20,16,9,25,8,6,5,4,1,1,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,260,39,15,13,11,186,9,8,14,20,26,28,25,13,26,17,35,9,3,11,5,4,2,1,Б|
Ум 3ПрРЉ28ТЪЦЏ,45,4,2,Б|,2,27,6,Б|,1,4,Б|,2,4,1,6,3,14,3,4,3,3,1,Б|,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,47,Б|,Б|,Б|,Б|,32,Б|,1,5,4,3,1,2,3,5,8,15,6,3,3,2,Б|,Б|,1,Б|
Ум 4ПрРЉ 2ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,58,Б|,Б|,Б|,Б|,54,Б|,5,13,8,7,9,4,2,1,5,4,1,2,Б|,Б|,1,Б|,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,298,33,20,6,7,242,7,46,30,31,47,29,15,13,12,12,23,4,7,6,2,4,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,57,4,3,1,Б|,37,1,7,6,6,3,4,1,Б|,3,6,16,2,6,3,4,1,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,369,11,8,1,2,320,18,62,48,43,33,30,21,21,23,21,38,6,17,7,7,Б|,1,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,222,6,2,2,2,183,4,33,37,29,23,12,13,6,13,13,33,12,11,5,3,Б|,2,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,340,13,5,6,2,257,8,45,43,27,32,17,20,11,28,26,70,21,14,16,10,6,3,Б|,Б|
Ум 4ПрРЉ13ТЪЦЏ,641,69,24,23,22,485,16,64,74,91,52,65,30,21,28,44,87,22,22,13,20,6,3,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,263,14,9,4,1,196,8,28,44,21,21,20,16,18,8,12,53,12,9,11,13,7,Б|,1,Б|
Ум 4ПрРЉ15ТЪЦЏ,364,20,9,5,6,306,9,43,60,36,36,35,21,24,27,15,38,10,9,8,5,4,2,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,372,37,21,5,11,302,18,42,58,41,44,22,25,22,19,11,33,3,6,10,11,2,1,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,177,12,7,5,Б|,133,7,17,20,15,17,9,16,9,14,9,32,11,7,10,2,2,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,195,40,19,16,5,129,4,3,12,15,24,17,16,11,16,11,26,10,4,3,4,4,1,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,289,28,11,8,9,232,12,23,32,34,29,27,30,14,10,21,29,9,5,6,5,3,Б|,1,Б|
Ум 4ПрРЉ22ТЪЦЏ,200,49,22,16,11,130,5,7,7,23,25,17,7,11,16,12,21,4,9,Б|,4,3,1,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,240,29,7,9,13,165,8,18,13,8,19,26,19,22,19,13,46,5,12,14,7,5,3,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,183,19,11,7,1,147,7,17,19,29,25,18,11,7,5,9,17,4,3,4,2,3,Б|,1,Б|
Ум 4ПрРЉ25ТЪЦЏ,249,34,13,12,9,187,7,12,29,30,29,27,17,14,11,11,28,3,10,9,2,4,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,324,44,8,18,18,203,11,10,19,15,32,39,18,19,20,20,77,23,16,22,8,6,2,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,100,7,3,2,2,75,1,6,10,8,10,11,3,7,8,11,18,6,5,3,1,2,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,163,2,1,1,Б|,152,1,25,46,32,19,12,7,1,6,3,9,5,1,Б|,1,1,1,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
