ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Ум 5ПрУМ 5ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,43,3,2,Б|,1,39,Б|,2,8,7,4,4,4,7,2,1,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,109,9,3,1,5,78,3,8,11,11,6,8,14,7,4,6,22,8,5,3,3,3,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,15,Б|,Б|,Б|,Б|,10,Б|,Б|,Б|,2,1,1,1,1,3,1,5,2,2,1,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,72,6,3,1,2,55,5,Б|,4,7,6,7,10,7,5,4,11,4,Б|,1,3,2,Б|,1,Б|
Ум 1ПрРЉ 9ТЪЦЏ,83,5,Б|,5,Б|,71,2,15,13,9,6,2,1,9,7,7,7,3,Б|,2,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,43,Б|,Б|,Б|,Б|,42,Б|,18,11,6,1,2,1,3,Б|,Б|,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,107,10,1,5,4,81,1,17,10,14,10,12,6,8,3,Б|,16,6,Б|,5,2,2,1,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,50,2,Б|,2,Б|,37,2,3,6,1,2,4,2,12,2,3,11,3,4,4,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,110,3,Б|,1,2,96,8,24,16,11,11,7,6,6,1,6,11,4,2,3,1,Б|,1,Б|,Б|
Ум 1ПрРЉ15ТЪЦЏ,101,6,4,2,Б|,82,4,19,18,8,8,4,4,10,2,5,13,6,1,1,2,Б|,3,Б|,Б|
Ум 1ПрРЉ16ТЪЦЏ,81,1,1,Б|,Б|,71,3,12,17,3,7,10,7,4,6,2,9,1,2,4,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,144,2,1,1,Б|,120,1,12,15,13,15,10,13,9,19,13,22,6,6,4,2,2,1,1,Б|
Ум 1ПрРЉ18ТЪЦЏ,130,15,4,8,3,101,5,18,15,13,8,12,7,10,5,8,14,4,5,3,1,Б|,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,276,20,8,7,5,229,9,23,49,45,34,10,15,10,24,10,27,5,10,4,4,3,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,110,11,4,3,4,87,4,8,13,12,10,5,14,8,9,4,12,3,5,2,1,Б|,1,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,194,20,13,3,4,152,4,17,17,26,25,11,16,15,11,10,22,10,4,5,1,1,1,Б|,Б|
Ум 1ПрРЉ22ТЪЦЏ,109,5,5,Б|,Б|,94,3,23,18,16,10,5,7,7,5,Б|,10,3,3,4,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,393,65,18,27,20,284,15,21,21,25,51,36,42,24,25,24,44,17,15,7,3,1,1,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,150,23,5,6,12,121,6,8,19,20,21,14,9,13,5,6,6,2,3,Б|,1,Б|,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,270,43,12,24,7,199,13,14,27,27,32,18,18,21,15,14,28,9,10,2,2,3,1,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,55,8,4,1,3,38,3,1,2,5,2,7,5,4,6,3,9,3,1,Б|,4,1,Б|,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,216,24,3,11,10,155,15,11,15,14,10,13,20,28,18,11,37,12,11,6,5,Б|,3,Б|,Б|
Ум 1ПрРЉ28ТЪЦЏ,32,4,2,1,1,23,Б|,4,Б|,5,3,1,3,3,1,3,5,2,1,1,1,Б|,Б|,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,23,Б|,Б|,Б|,Б|,13,1,Б|,Б|,4,Б|,1,2,1,2,2,10,5,1,2,Б|,2,Б|,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,59,Б|,Б|,Б|,Б|,37,Б|,4,6,6,2,2,4,4,4,5,22,3,3,5,7,3,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,39,Б|,Б|,Б|,Б|,30,2,2,6,1,4,2,3,4,2,4,9,5,1,1,1,Б|,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,43,3,3,Б|,Б|,32,4,1,4,2,2,3,4,4,8,Б|,8,2,1,3,Б|,1,1,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,120,11,3,5,3,93,3,4,10,9,10,10,12,19,7,9,16,7,3,4,2,Б|,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,25,Б|,Б|,Б|,Б|,16,1,2,2,1,Б|,1,1,3,2,3,9,1,Б|,5,Б|,2,1,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,150,3,2,Б|,1,107,1,6,7,5,8,13,13,21,16,17,40,18,8,8,2,3,Б|,1,Б|
Ум 2ПрРЉ11ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ12ТЪЦЏ,220,8,4,3,1,172,4,20,30,24,14,14,15,24,10,17,40,11,8,7,6,5,3,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,163,8,Б|,3,5,134,15,44,21,15,6,7,8,11,4,3,21,5,6,4,4,2,Б|,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,132,6,2,2,2,106,6,32,19,18,6,6,9,3,5,2,20,6,9,4,Б|,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,236,19,12,6,1,191,5,25,37,28,21,15,17,21,8,14,26,8,10,4,1,3,Б|,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,71,3,Б|,Б|,3,49,6,7,3,3,4,9,8,3,2,4,19,5,6,4,3,Б|,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,157,26,6,6,14,117,5,9,14,9,12,13,14,16,18,7,14,3,5,2,1,2,1,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,225,19,10,4,5,180,22,18,22,25,25,19,19,8,9,13,26,9,8,6,1,2,Б|,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,101,7,1,4,2,68,3,9,7,3,11,5,8,10,7,5,26,8,8,5,3,1,1,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,192,30,12,12,6,135,4,8,23,16,21,18,14,12,5,14,27,8,8,4,7,Б|,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,265,19,4,6,9,196,6,26,43,25,20,20,10,13,9,24,50,13,15,6,8,7,1,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,356,31,10,14,7,264,8,22,36,31,26,21,35,39,18,28,61,16,14,17,8,4,2,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,121,12,4,4,4,86,6,10,6,9,12,5,11,12,6,9,23,10,5,4,1,2,1,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,59,1,1,Б|,Б|,51,2,2,9,6,5,5,3,6,7,6,7,5,2,Б|,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,35,Б|,Б|,Б|,Б|,21,2,5,Б|,1,Б|,1,1,5,3,3,14,3,3,4,3,1,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,138,7,1,4,2,87,2,7,5,4,6,8,10,17,17,11,44,14,9,9,7,4,1,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,22,Б|,Б|,Б|,Б|,11,Б|,Б|,Б|,1,Б|,1,1,5,Б|,3,11,2,3,2,1,2,1,Б|,Б|
Ум 3ПрРЉ 6ТЪЦЏ,132,10,8,1,1,96,4,3,14,12,8,9,10,9,15,12,26,7,7,4,3,2,3,Б|,Б|
Ум 3ПрРЉ 7ТЪЦЏ,135,10,Б|,3,7,110,4,16,22,15,3,7,9,15,8,11,15,7,4,1,3,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,301,9,4,2,3,231,11,33,39,16,22,18,15,24,27,26,61,17,23,7,7,7,Б|,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,56,Б|,Б|,Б|,Б|,48,Б|,6,12,13,3,3,3,1,6,1,8,Б|,3,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,40,1,Б|,Б|,1,28,1,2,2,Б|,3,Б|,1,8,3,8,11,1,3,3,4,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,207,6,2,4,Б|,152,9,2,13,13,20,14,15,21,22,23,49,20,10,9,6,1,2,1,Б|
Ум 3ПрРЉ12ТЪЦЏ,131,7,3,2,2,107,3,13,20,18,13,10,7,10,8,5,17,5,7,4,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ13ТЪЦЏ,38,1,Б|,Б|,1,29,1,9,6,4,1,3,1,1,1,2,8,2,3,2,Б|,Б|,1,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,16,1,Б|,Б|,1,15,Б|,4,4,2,3,Б|,2,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ18ТЪЦЏ,35,Б|,Б|,Б|,Б|,27,2,2,6,8,2,3,1,Б|,2,1,8,1,3,2,2,Б|,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,224,23,15,5,3,179,7,47,34,24,13,7,16,11,13,7,22,9,6,2,2,2,1,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,114,15,2,7,6,72,8,7,3,7,5,10,13,8,6,5,27,7,10,5,4,1,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,134,7,2,2,3,92,5,15,20,13,8,6,8,10,3,4,35,4,10,7,7,5,2,Б|,Б|
Ум 3ПрРЉ23ТЪЦЏ,151,11,5,4,2,113,4,13,28,14,2,8,7,17,13,7,27,8,8,4,3,3,Б|,Б|,1
Ум 3ПрРЉ24ТЪЦЏ,121,8,3,3,2,95,5,20,13,8,11,9,7,11,6,5,18,10,2,5,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,222,26,10,6,10,151,12,19,12,15,19,18,17,15,14,10,45,19,13,4,7,Б|,2,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,114,10,6,Б|,4,80,5,10,8,2,7,11,12,9,6,10,24,15,4,1,3,1,Б|,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,137,16,4,4,8,95,5,7,14,12,12,9,12,10,8,6,26,10,4,4,3,4,1,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,54,5,2,2,1,35,1,5,4,4,4,2,4,3,3,5,14,4,4,2,1,3,Б|,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,81,4,Б|,2,2,59,2,5,2,2,5,2,11,8,9,13,18,9,5,2,Б|,2,Б|,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,21,Б|,Б|,Б|,Б|,16,Б|,3,2,1,Б|,1,1,5,1,2,5,Б|,Б|,2,1,2,Б|,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,58,1,Б|,1,Б|,50,Б|,8,7,5,2,2,4,8,7,7,7,4,1,1,Б|,1,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,65,4,1,2,1,45,9,6,4,4,2,1,4,7,2,6,16,4,7,3,2,Б|,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,310,6,4,2,Б|,280,22,102,68,22,13,7,14,12,6,14,24,9,7,3,3,2,Б|,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,256,12,6,3,3,217,4,32,36,32,20,12,21,27,18,15,27,12,6,4,3,1,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,353,11,5,1,5,275,12,71,43,33,21,14,24,22,20,15,67,26,15,13,7,5,Б|,1,Б|
Ум 4ПрРЉ13ТЪЦЏ,576,43,23,13,7,458,31,57,73,71,45,35,33,49,30,34,75,18,25,13,11,4,3,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,296,24,10,6,8,219,27,33,38,33,24,20,8,13,14,9,53,22,17,5,6,3,Б|,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,270,26,5,13,8,211,18,29,39,27,23,20,17,24,7,7,33,11,11,5,4,2,Б|,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,316,31,18,10,3,252,9,57,59,47,34,11,10,15,4,6,33,15,8,5,4,1,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,50,18,10,4,4,32,Б|,Б|,5,9,8,8,2,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ18ТЪЦЏ,209,4,Б|,3,1,198,35,80,29,15,11,1,9,9,4,5,7,4,1,2,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,100,12,4,4,4,71,4,6,11,10,10,8,5,7,5,5,17,4,5,6,1,1,Б|,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,151,5,2,1,2,124,8,19,35,20,12,5,3,7,8,7,22,8,6,3,3,2,Б|,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,201,51,10,28,13,130,9,6,7,21,28,19,17,10,5,8,20,1,7,4,4,2,2,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,173,13,1,4,8,132,16,25,18,7,7,14,17,8,4,16,28,12,8,4,2,Б|,Б|,2,Б|
Ум 4ПрРЉ24ТЪЦЏ,166,14,5,4,5,128,6,18,36,16,16,11,6,8,9,2,24,8,8,6,Б|,2,Б|,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,170,28,6,15,7,128,8,6,16,20,26,16,15,12,3,6,14,8,2,4,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,227,29,8,12,9,146,6,11,13,16,8,16,16,21,22,17,52,22,13,8,4,3,2,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,104,3,2,Б|,1,87,1,7,18,21,2,8,6,11,7,6,14,2,3,6,1,2,Б|,Б|,Б|
