ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
СеТ РЉ18ТЪЦЏ,379,17,9,2,6,292,8,35,35,35,30,47,24,22,22,34,70,21,17,14,12,5,1,Б|,Б|
СеТ РЉ19ТЪЦЏ,186,5,2,1,2,104,3,12,14,11,11,14,12,8,12,7,77,9,13,16,17,14,6,2,Б|
СеТ РЉ20ТЪЦЏ,273,23,8,4,11,193,5,14,24,13,26,20,21,25,23,22,57,13,6,19,11,8,Б|,Б|,Б|
СеТ РЉ21ТЪЦЏ,251,15,3,8,4,176,10,14,11,26,22,27,19,15,14,18,60,14,16,16,7,3,2,2,Б|
СеТ РЉ22ТЪЦЏ,268,21,9,4,8,209,10,19,18,26,24,30,27,18,15,22,38,10,8,10,7,2,Б|,1,Б|
СеТ РЉ23ТЪЦЏ,447,57,19,16,22,336,13,35,39,42,52,52,35,19,22,27,54,16,8,11,14,4,1,Б|,Б|
СеТ РЉ24ТЪЦЏ,444,47,15,14,18,306,14,19,27,26,41,44,33,27,39,36,91,27,27,17,13,5,2,Б|,Б|
СеТ РЉ25ТЪЦЏ,63,1,Б|,Б|,1,33,3,3,1,4,Б|,5,3,4,7,3,29,6,8,7,4,2,1,Б|,1
СеТ РЉ26ТЪЦЏ,248,18,9,5,4,181,9,26,20,20,24,24,17,16,14,11,49,18,6,10,9,2,4,Б|,Б|
СеТ РЉ27ТЪЦЏ,156,23,8,6,9,102,3,6,3,7,18,8,20,18,6,13,31,6,6,7,8,4,Б|,Б|,Б|
СеТ РЉ28ТЪЦЏ,195,16,12,3,1,144,3,8,16,27,29,16,11,13,10,11,35,7,12,11,3,2,Б|,Б|,Б|
Ум 1ПрУМ 2ТЪЦЏ,244,8,5,1,2,229,4,31,53,52,35,18,14,10,7,5,7,1,1,4,Б|,1,Б|,Б|,Б|
Ум 1ПрУМ 3ТЪЦЏ,385,40,21,11,8,301,11,22,40,48,42,40,31,20,30,17,44,13,12,13,1,4,Б|,1,Б|
Ум 1ПрУМ 4ТЪЦЏ,94,12,7,5,Б|,63,Б|,6,7,2,7,11,10,9,7,4,19,2,4,7,5,1,Б|,Б|,Б|
Ум 1ПрУМ 5ТЪЦЏ,376,49,20,18,11,274,6,14,12,19,31,36,52,33,38,33,53,14,12,6,14,5,2,Б|,Б|
Ум 1ПрУМ 6ТЪЦЏ,263,31,16,5,10,202,8,20,40,29,31,25,18,14,10,7,30,7,8,8,3,2,2,Б|,Б|
Ум 1ПрУМ 7ТЪЦЏ,498,64,21,21,22,367,16,34,40,40,63,48,38,32,27,29,67,25,10,12,9,9,1,1,Б|
Ум 1ПрУМ 8ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрУМ 1ТЪЦЏ,89,7,3,2,2,54,2,5,11,11,6,2,5,1,7,4,28,3,5,6,8,5,1,Б|,Б|
Ум 2ПрУМ 2ТЪЦЏ,253,8,5,1,2,217,5,40,27,21,24,23,26,15,16,20,28,6,5,9,5,2,1,Б|,Б|
Ум 2ПрУМ 3ТЪЦЏ,272,10,5,Б|,5,230,4,23,39,39,44,25,24,8,16,8,32,10,9,6,5,Б|,Б|,2,Б|
Ум 2ПрУМ 4ТЪЦЏ,251,22,10,8,4,175,3,22,16,16,20,21,16,10,22,29,54,13,11,15,8,6,1,Б|,Б|
Ум 2ПрУМ 5ТЪЦЏ,228,19,7,6,6,189,11,18,38,28,25,17,13,9,11,19,20,10,2,1,2,4,Б|,1,Б|
Ум 2ПрУМ 6ТЪЦЏ,595,34,12,14,8,354,19,20,27,26,29,32,32,44,68,57,207,63,59,44,24,14,2,1,Б|
Ум 3ПрУМ 1ТЪЦЏ,173,10,4,2,4,93,3,10,16,10,9,5,10,10,10,10,70,17,14,13,13,10,2,1,Б|
Ум 3ПрУМ 2ТЪЦЏ,503,23,10,8,5,392,8,41,62,48,51,40,34,32,35,41,88,31,15,24,13,5,Б|,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,293,14,9,2,3,264,3,61,73,50,36,17,6,5,7,6,15,3,5,4,2,Б|,1,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,343,22,9,9,4,275,16,41,54,35,23,29,25,20,16,16,46,25,9,5,4,2,1,Б|,Б|
Ум 3ПрУМ 5ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрУМ 6ТЪЦЏ,24,1,1,Б|,Б|,21,Б|,4,1,6,1,1,1,1,3,3,2,Б|,Б|,Б|,1,1,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,37,2,1,1,Б|,27,Б|,4,5,2,4,3,2,3,3,1,8,1,4,1,2,Б|,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,284,4,1,3,Б|,248,11,47,42,34,35,21,10,18,17,13,32,7,10,7,5,1,1,1,Б|
Ум 4ПрУМ 3ТЪЦЏ,391,7,7,Б|,Б|,266,4,46,89,37,25,16,14,12,9,14,118,15,14,29,40,14,6,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,354,26,12,9,5,296,11,42,51,51,48,30,18,19,11,15,32,11,8,5,4,2,1,1,Б|
Ум 4ПрУМ 5ТЪЦЏ,296,10,6,2,2,249,10,44,58,44,28,17,19,8,11,10,37,10,9,8,4,3,2,1,Б|
Ум 5ПрУМ 1ТЪЦЏ,118,8,4,3,1,78,5,10,12,10,7,10,2,6,8,8,32,15,6,5,2,3,Б|,1,Б|
Ум 5ПрУМ 2ТЪЦЏ,306,11,5,3,3,264,1,51,75,39,29,17,13,11,13,15,31,8,8,5,7,2,1,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,363,13,10,3,Б|,301,5,59,63,51,47,22,11,16,10,17,49,16,4,11,9,6,2,Б|,1
Ум 5ПрУМ 5ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,103,7,3,3,1,94,3,25,22,12,10,7,6,1,5,3,2,1,Б|,Б|,Б|,Б|,1,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,210,8,7,1,Б|,184,3,38,50,21,17,12,6,14,14,9,18,4,5,2,3,4,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,74,1,1,Б|,Б|,65,3,7,21,15,4,3,4,2,3,3,8,2,1,3,1,1,Б|,Б|,Б|
Ум 7ПрУМ 2ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,17,Б|,Б|,Б|,Б|,11,Б|,Б|,Б|,1,2,2,Б|,1,1,4,6,3,1,1,1,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,80,5,1,3,1,56,5,5,2,5,2,8,7,6,10,6,19,5,3,6,1,2,2,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,116,Б|,Б|,Б|,Б|,105,3,24,26,15,14,7,4,2,5,5,11,4,2,2,Б|,2,1,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,46,1,Б|,Б|,1,45,1,5,7,6,9,7,4,1,2,3,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,94,2,2,Б|,Б|,79,3,9,12,14,8,3,11,7,6,6,13,3,1,5,2,2,Б|,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,114,15,7,7,1,90,4,5,7,16,14,11,9,4,9,11,9,1,2,2,2,1,Б|,1,Б|
Ум 1ПрРЉ14ТЪЦЏ,74,Б|,Б|,Б|,Б|,66,2,12,12,11,8,3,6,3,7,2,8,Б|,2,4,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ15ТЪЦЏ,108,8,2,2,4,81,1,9,19,7,15,8,7,5,4,6,19,5,4,5,2,1,1,Б|,1
Ум 1ПрРЉ16ТЪЦЏ,74,3,1,2,Б|,62,1,8,11,8,13,Б|,4,10,4,3,9,4,2,Б|,1,2,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,170,5,Б|,1,4,127,3,8,5,10,20,15,20,16,13,17,38,12,14,4,7,1,Б|,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,142,9,2,2,5,118,2,30,29,13,12,11,10,5,5,1,15,4,5,2,3,Б|,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,327,35,14,11,10,243,7,19,30,40,44,31,26,19,18,9,49,25,7,4,9,2,1,1,Б|
Ум 1ПрРЉ20ТЪЦЏ,230,33,18,10,5,181,2,12,11,31,42,24,16,13,18,12,16,7,4,1,2,1,1,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,335,49,17,20,12,237,6,15,25,25,42,46,19,21,21,17,49,17,11,11,5,4,Б|,1,Б|
Ум 1ПрРЉ22ТЪЦЏ,93,4,2,2,Б|,80,1,9,14,7,13,8,7,4,8,9,9,1,1,2,2,2,1,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,374,48,7,18,23,246,15,10,14,16,19,44,35,31,34,28,80,22,20,21,10,4,2,1,Б|
Ум 1ПрРЉ24ТЪЦЏ,159,11,2,7,2,129,6,10,12,19,17,19,18,13,7,8,19,4,7,3,5,Б|,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,244,38,9,13,16,164,8,6,9,16,22,26,27,19,18,13,42,13,10,7,7,3,2,Б|,Б|
Ум 1ПрРЉ26ТЪЦЏ,71,8,Б|,5,3,43,1,2,1,5,6,8,3,6,6,5,20,6,3,4,3,3,Б|,1,Б|
Ум 1ПрРЉ27ТЪЦЏ,295,27,7,7,13,192,10,9,9,14,21,34,19,23,30,23,76,19,19,18,10,9,Б|,1,Б|
Ум 1ПрРЉ28ТЪЦЏ,175,33,14,8,11,111,3,3,10,8,23,18,19,10,9,8,31,11,8,6,3,2,1,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,54,1,1,Б|,Б|,39,1,1,3,6,8,5,7,4,4,Б|,14,2,8,3,1,Б|,Б|,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,58,Б|,Б|,Б|,Б|,40,Б|,3,5,4,4,4,3,7,5,5,18,7,4,3,3,Б|,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,53,Б|,Б|,Б|,Б|,41,Б|,8,6,4,4,6,3,2,3,5,12,4,1,5,1,Б|,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,24,Б|,Б|,Б|,Б|,15,1,1,2,1,1,4,1,1,2,1,9,3,1,1,2,1,Б|,Б|,1
Ум 2ПрРЉ 8ТЪЦЏ,320,24,11,6,7,246,12,23,24,21,28,22,29,32,31,24,50,19,15,9,6,1,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,82,2,1,1,Б|,74,1,14,15,18,9,8,2,4,1,2,6,3,Б|,2,Б|,Б|,Б|,1,Б|
Ум 2ПрРЉ10ТЪЦЏ,245,3,2,1,Б|,161,1,14,22,24,17,19,15,11,16,22,81,19,24,19,9,7,2,1,Б|
Ум 2ПрРЉ11ТЪЦЏ,43,Б|,Б|,Б|,Б|,38,5,9,4,1,Б|,1,4,3,5,6,5,1,Б|,1,Б|,2,1,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,333,19,9,7,3,257,13,25,41,33,33,17,20,21,22,32,57,8,22,8,12,4,3,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,234,8,2,4,2,198,13,44,25,24,20,14,15,15,14,14,28,10,4,5,5,3,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,125,3,1,2,Б|,105,2,27,20,16,14,5,1,7,8,5,17,2,4,7,4,Б|,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,247,8,7,Б|,1,207,7,24,47,36,18,16,16,17,16,10,32,6,7,5,10,3,Б|,1,Б|
Ум 2ПрРЉ20ТЪЦЏ,68,Б|,Б|,Б|,Б|,50,Б|,9,8,3,5,1,2,9,9,4,18,Б|,7,5,4,1,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,178,12,5,5,2,138,7,7,17,17,24,15,12,12,14,13,28,8,9,5,3,2,1,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,342,64,21,27,16,231,12,7,10,23,29,48,32,25,26,19,47,12,11,7,10,4,2,1,Б|
Ум 2ПрРЉ23ТЪЦЏ,110,7,2,4,1,76,4,8,8,11,8,9,9,4,7,8,27,4,8,7,6,2,Б|,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,180,36,15,13,8,117,6,3,6,13,33,22,11,4,9,10,27,8,5,6,4,1,3,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,248,10,2,2,6,182,6,22,25,20,23,23,23,17,9,14,56,12,21,12,7,1,3,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,332,35,6,13,16,220,10,10,19,27,21,28,29,23,24,29,77,15,25,13,10,10,3,1,Б|
Ум 2ПрРЉ27ТЪЦЏ,128,6,Б|,2,4,98,5,9,5,13,18,13,9,7,9,10,24,4,8,7,3,2,Б|,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,111,15,6,4,5,72,3,1,2,7,9,15,10,7,8,10,24,10,5,3,2,1,2,1,Б|
Ум 3ПрРЉ 1ТЪЦЏ,129,9,8,1,Б|,106,1,11,26,19,12,10,12,5,4,6,14,3,3,1,4,2,1,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,109,Б|,Б|,Б|,Б|,58,2,4,3,3,3,4,6,7,11,15,51,13,11,14,4,5,3,1,Б|
Ум 3ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 6ТЪЦЏ,163,16,6,7,3,95,2,4,5,8,19,11,11,10,16,9,52,17,10,10,9,5,Б|,1,Б|
Ум 3ПрРЉ 7ТЪЦЏ,156,1,Б|,1,Б|,125,6,18,23,18,16,12,4,8,12,8,30,8,12,3,4,2,1,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,348,22,10,4,8,239,4,25,54,40,34,13,17,19,17,16,87,24,25,16,14,8,Б|,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,540,54,26,13,15,405,18,24,45,53,73,36,43,29,38,46,81,26,17,18,12,2,4,2,Б|
Ум 3ПрРЉ10ТЪЦЏ,20,Б|,Б|,Б|,Б|,12,Б|,1,1,1,Б|,3,Б|,1,1,4,8,4,2,1,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,155,2,1,Б|,1,72,2,Б|,1,5,7,10,9,9,15,14,81,20,23,24,8,4,2,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,229,3,1,2,Б|,175,8,17,21,18,23,19,12,15,25,17,51,11,15,9,13,2,1,Б|,Б|
Ум 3ПрРЉ13ТЪЦЏ,78,Б|,Б|,Б|,Б|,72,1,17,18,10,13,1,7,1,1,3,6,1,1,1,3,Б|,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,17,Б|,Б|,Б|,Б|,7,Б|,Б|,Б|,Б|,1,1,1,2,1,1,10,2,2,1,2,2,1,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,184,16,7,4,5,143,6,20,19,17,22,10,13,7,18,11,25,9,6,8,Б|,1,Б|,1,Б|
Ум 3ПрРЉ21ТЪЦЏ,111,7,1,2,4,75,7,7,9,7,3,3,7,16,9,7,29,4,6,7,8,3,1,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,183,17,8,6,3,142,6,20,14,14,17,18,10,14,15,14,24,2,3,2,6,4,4,2,1
Ум 3ПрРЉ23ТЪЦЏ,177,18,10,3,5,134,6,9,15,28,20,15,13,9,9,10,25,7,3,8,4,2,Б|,1,Б|
Ум 3ПрРЉ24ТЪЦЏ,118,9,2,5,2,87,3,9,7,16,14,11,7,3,9,8,22,8,3,8,1,1,Б|,1,Б|
Ум 3ПрРЉ25ТЪЦЏ,196,20,2,4,14,128,4,9,19,13,11,17,13,12,15,15,48,11,8,13,9,6,1,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,204,42,13,19,10,137,6,3,6,7,35,21,18,21,12,8,25,9,4,6,5,Б|,1,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,254,34,13,10,11,188,9,14,13,21,28,29,21,20,21,12,32,8,5,8,4,5,2,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,50,3,2,Б|,1,34,6,1,5,3,1,1,6,2,6,3,13,2,4,3,3,1,Б|,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,54,Б|,Б|,Б|,Б|,39,Б|,3,7,6,1,2,2,2,7,9,15,7,2,4,1,Б|,Б|,1,Б|
Ум 4ПрРЉ 2ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,65,Б|,Б|,Б|,Б|,61,Б|,7,19,4,10,10,3,2,1,5,4,1,2,Б|,Б|,1,Б|,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,273,28,14,9,5,224,11,32,34,29,48,18,19,8,13,12,21,4,6,5,4,2,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,54,2,Б|,Б|,2,36,4,5,2,8,3,3,1,2,2,6,16,4,5,2,4,1,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,365,10,7,1,2,319,19,54,57,44,33,33,20,16,25,18,36,8,14,6,7,Б|,1,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,250,12,3,4,5,199,8,24,45,25,29,16,15,7,16,14,39,16,13,7,1,1,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,336,14,7,6,1,262,8,52,43,27,29,15,15,11,36,26,60,16,13,15,9,5,2,Б|,Б|
Ум 4ПрРЉ13ТЪЦЏ,630,68,26,22,20,475,18,59,67,87,58,69,26,22,32,37,87,22,23,17,17,6,1,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,257,18,14,3,1,185,8,28,30,24,26,15,18,20,7,9,54,13,9,17,10,4,Б|,1,Б|
Ум 4ПрРЉ15ТЪЦЏ,286,17,4,6,7,246,8,42,54,25,27,24,20,16,16,14,23,4,6,6,2,4,1,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,327,30,15,6,9,264,19,39,55,34,31,19,26,18,15,8,33,4,6,10,12,1,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,176,14,8,4,2,132,6,21,18,16,15,8,18,6,15,9,30,13,3,7,3,4,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,201,41,18,17,6,134,4,7,13,15,23,23,16,9,13,11,26,10,2,4,5,3,1,Б|,1
Ум 4ПрРЉ21ТЪЦЏ,284,24,11,7,6,234,12,34,28,37,31,25,21,16,10,20,26,6,5,7,5,2,Б|,1,Б|
Ум 4ПрРЉ22ТЪЦЏ,202,44,16,15,13,137,7,12,5,20,23,20,7,14,16,13,21,3,8,1,5,3,1,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,222,24,8,8,8,153,6,11,16,9,24,21,23,13,16,14,45,6,11,14,7,5,2,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,179,17,10,5,2,142,6,17,18,24,27,14,13,6,10,7,20,5,4,6,3,1,Б|,1,Б|
Ум 4ПрРЉ25ТЪЦЏ,246,34,16,10,8,185,10,12,26,33,30,26,18,11,12,7,27,5,10,7,2,3,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,318,42,8,17,17,203,8,11,20,14,31,39,18,22,26,14,73,25,13,19,9,5,2,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,91,5,3,1,1,66,Б|,7,6,6,11,9,3,6,9,9,20,6,4,3,2,3,2,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,172,1,1,Б|,Б|,164,2,36,46,31,22,8,6,4,6,3,7,3,1,1,Б|,1,1,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
