ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Ум 2ПрРЉ 7ТЪЦЏ,40,2,Б|,Б|,2,27,3,2,1,2,1,2,3,7,6,Б|,11,3,5,1,1,1,Б|,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,102,6,2,3,1,81,2,4,7,11,3,9,17,7,12,9,15,6,5,2,1,1,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,28,Б|,Б|,Б|,Б|,17,2,4,Б|,1,Б|,1,4,2,3,Б|,11,1,2,5,1,2,Б|,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,179,5,1,1,3,140,3,8,8,6,11,20,27,20,18,19,34,9,11,8,1,4,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ12ТЪЦЏ,226,10,8,2,Б|,179,5,17,38,26,17,16,16,17,12,15,37,12,7,7,5,6,Б|,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,178,8,Б|,6,2,150,8,63,23,11,8,7,11,6,6,7,20,4,6,4,4,2,Б|,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ15ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,132,7,2,3,2,105,6,29,29,10,3,8,9,4,4,3,20,9,7,1,2,Б|,1,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,232,17,12,3,2,188,7,21,44,29,21,18,15,14,9,10,27,9,9,5,Б|,4,Б|,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,68,4,Б|,2,2,48,8,9,3,3,4,9,4,3,3,2,16,3,7,3,2,1,Б|,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,160,28,8,10,10,120,11,9,11,9,11,14,14,23,11,7,12,5,2,2,Б|,3,Б|,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,172,15,9,1,5,139,18,20,18,15,18,11,17,5,10,7,18,4,5,5,3,1,Б|,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,113,7,1,3,3,77,4,10,6,10,6,6,7,10,10,8,29,9,8,5,2,4,1,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,210,27,12,10,5,149,2,14,18,32,23,17,11,9,13,10,34,11,11,4,6,2,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,274,19,4,6,9,212,7,30,54,25,16,19,12,13,15,21,43,14,11,9,3,6,Б|,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,364,35,14,13,8,278,18,29,26,28,30,26,36,39,23,23,51,13,15,14,7,2,Б|,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,115,13,8,Б|,5,82,6,4,8,12,9,9,9,12,2,11,20,8,5,2,1,2,1,Б|,1
Ум 2ПрРЉ28ТЪЦЏ,58,3,1,1,1,48,1,5,7,6,3,5,6,3,7,5,7,5,1,Б|,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,35,1,Б|,Б|,1,20,Б|,5,1,Б|,1,2,1,5,3,2,14,3,3,3,5,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,138,8,2,3,3,87,2,5,9,4,6,11,11,17,13,9,43,16,8,8,8,3,Б|,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,27,2,Б|,Б|,2,15,1,Б|,2,1,Б|,1,4,2,2,2,10,2,5,1,1,Б|,1,Б|,Б|
Ум 3ПрРЉ 6ТЪЦЏ,108,10,5,3,2,71,1,2,4,8,8,10,11,5,13,9,27,9,5,6,3,3,1,Б|,Б|
Ум 3ПрРЉ 7ТЪЦЏ,117,9,Б|,4,5,95,Б|,16,19,10,6,5,9,12,10,8,13,6,3,2,1,Б|,1,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,291,13,5,3,5,223,12,31,27,17,16,22,23,24,28,23,55,27,10,8,5,4,1,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,65,2,2,Б|,Б|,51,3,7,13,8,5,5,Б|,4,6,Б|,12,1,6,4,Б|,1,Б|,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,47,1,Б|,Б|,1,36,1,4,3,Б|,2,Б|,5,7,6,8,10,3,1,3,3,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,198,7,4,1,2,150,4,8,15,19,13,13,18,18,24,18,41,17,9,9,2,3,1,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,138,4,3,1,Б|,117,5,20,19,17,13,10,9,11,9,4,17,8,4,4,Б|,Б|,1,Б|,Б|
Ум 3ПрРЉ13ТЪЦЏ,44,2,Б|,Б|,2,35,Б|,14,6,3,2,3,2,Б|,2,3,7,2,4,Б|,Б|,1,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,18,Б|,Б|,Б|,Б|,18,Б|,8,5,1,2,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ18ТЪЦЏ,41,3,2,Б|,1,31,1,2,11,10,1,3,1,Б|,2,Б|,7,Б|,3,3,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,211,19,11,4,4,171,13,34,41,17,15,10,16,8,8,9,21,8,4,2,4,3,Б|,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,99,15,2,7,6,57,6,5,2,6,3,9,10,6,4,6,27,10,8,5,1,2,1,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,127,10,2,3,5,80,3,16,13,8,4,6,9,11,3,7,37,11,8,9,3,4,2,Б|,Б|
Ум 3ПрРЉ23ТЪЦЏ,165,13,5,3,5,121,5,20,26,8,8,9,13,15,11,6,31,10,9,4,4,2,1,1,Б|
Ум 3ПрРЉ24ТЪЦЏ,130,11,3,4,4,100,3,19,15,14,9,8,10,7,8,7,19,9,3,4,2,1,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,224,28,8,7,13,156,11,15,17,16,15,21,24,10,12,15,40,19,6,6,5,2,2,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,129,9,3,1,5,104,7,12,8,5,13,11,11,9,9,19,16,8,4,Б|,3,1,Б|,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,145,18,3,4,11,100,5,10,20,12,8,12,14,5,9,5,27,9,3,6,6,2,1,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,55,5,2,1,2,34,5,3,3,1,4,3,5,4,1,5,16,6,3,2,2,3,Б|,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,76,7,1,3,3,54,1,4,Б|,2,5,4,13,5,11,9,15,8,3,1,1,2,Б|,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 7ТЪЦЏ,21,Б|,Б|,Б|,Б|,17,1,3,1,1,Б|,Б|,1,4,4,2,4,1,2,Б|,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ 8ТЪЦЏ,70,Б|,Б|,Б|,Б|,64,1,5,9,5,3,1,11,13,10,6,6,3,2,Б|,Б|,1,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,73,4,2,2,Б|,53,8,11,5,4,3,2,6,4,6,4,16,8,3,4,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,319,5,4,Б|,1,290,22,129,50,22,9,6,16,10,15,11,24,9,6,4,4,Б|,Б|,1,Б|
Ум 4ПрРЉ11ТЪЦЏ,243,15,4,6,5,200,7,21,39,24,17,22,24,13,18,15,28,10,8,4,3,3,Б|,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,337,13,6,1,6,271,14,50,41,38,26,16,28,21,16,21,53,20,14,11,4,3,Б|,1,Б|
Ум 4ПрРЉ13ТЪЦЏ,574,43,18,10,15,457,26,68,82,57,34,35,49,42,32,32,74,21,19,18,11,2,2,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,292,23,7,8,8,217,15,38,55,20,22,14,11,14,14,14,52,25,10,8,6,2,Б|,1,Б|
Ум 4ПрРЉ15ТЪЦЏ,266,29,10,10,9,206,19,39,31,24,23,19,27,12,5,7,31,15,2,7,4,2,1,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,328,41,25,8,8,256,9,51,62,45,36,14,13,11,6,9,31,13,8,7,2,1,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,72,25,14,6,5,47,3,Б|,8,15,14,7,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ18ТЪЦЏ,215,8,5,1,2,199,44,75,29,17,2,1,11,7,7,6,8,2,3,2,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,104,9,4,2,3,76,2,11,9,17,8,5,6,9,8,1,19,5,7,5,1,Б|,1,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,138,7,1,1,5,114,4,23,29,16,7,4,6,6,9,10,17,6,4,2,3,2,Б|,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,213,64,19,31,14,128,12,5,9,25,30,13,16,7,6,5,21,4,6,5,4,2,Б|,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,176,19,4,3,12,133,12,21,23,8,8,19,12,5,8,17,24,6,8,7,Б|,Б|,2,1,Б|
Ум 4ПрРЉ24ТЪЦЏ,152,14,6,5,3,115,5,15,26,20,18,8,5,8,5,5,23,9,7,3,2,2,Б|,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,173,36,14,14,8,124,6,5,17,27,22,13,15,8,3,8,13,6,2,4,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,236,27,7,12,8,165,10,13,17,10,14,17,23,18,28,15,44,22,12,4,2,3,1,Б|,Б|
