ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
СеТ РЉ13ТЪЦЏ,23,Б|,Б|,Б|,Б|,15,Б|,6,6,Б|,1,Б|,1,Б|,1,Б|,8,2,2,1,3,Б|,Б|,Б|,Б|
СеТ РЉ14ТЪЦЏ,123,14,3,7,4,98,4,20,21,9,13,4,8,4,9,6,11,3,4,1,1,1,Б|,1,Б|
СеТ РЉ15ТЪЦЏ,332,19,12,4,3,240,4,33,39,37,29,21,14,21,20,22,73,19,18,20,9,2,5,Б|,Б|
СеТ РЉ16ТЪЦЏ,333,22,9,6,7,270,13,30,28,35,32,30,24,22,30,26,41,16,7,7,6,Б|,5,Б|,Б|
СеТ РЉ17ТЪЦЏ,297,11,6,2,3,244,10,69,38,32,18,18,12,14,18,15,42,14,10,6,7,2,2,1,Б|
СеТ РЉ18ТЪЦЏ,355,12,4,6,2,281,5,49,43,30,37,22,20,26,29,20,62,14,15,19,12,1,1,Б|,Б|
СеТ РЉ19ТЪЦЏ,188,4,1,1,2,109,3,15,10,17,9,6,16,17,10,6,75,13,10,17,13,10,7,5,Б|
СеТ РЉ20ТЪЦЏ,248,19,6,7,6,177,9,14,16,18,20,21,22,21,18,18,52,3,18,15,13,2,Б|,Б|,1
СеТ РЉ21ТЪЦЏ,269,22,9,5,8,190,7,14,28,25,28,22,15,12,26,13,57,16,17,14,5,2,2,1,Б|
СеТ РЉ22ТЪЦЏ,267,22,5,6,11,209,12,28,31,27,27,22,16,17,15,14,36,8,9,9,4,3,2,1,Б|
СеТ РЉ23ТЪЦЏ,466,44,11,19,14,376,12,45,58,41,59,38,41,31,31,20,46,8,13,15,6,2,1,1,Б|
СеТ РЉ24ТЪЦЏ,428,36,11,12,13,317,12,25,29,31,38,36,37,40,39,30,75,24,19,18,12,2,Б|,Б|,Б|
СеТ РЉ25ТЪЦЏ,73,7,2,1,4,41,1,3,5,Б|,9,1,5,7,5,5,25,6,8,5,2,1,2,1,Б|
СеТ РЉ26ТЪЦЏ,243,13,4,6,3,195,12,36,19,29,19,13,23,13,13,18,35,8,10,9,5,2,1,Б|,Б|
СеТ РЉ27ТЪЦЏ,146,21,5,12,4,102,5,4,3,14,7,14,21,10,15,9,23,4,8,7,4,Б|,Б|,Б|,Б|
СеТ РЉ28ТЪЦЏ,233,36,21,14,1,163,4,7,14,37,45,15,13,9,11,8,34,12,10,5,6,Б|,1,Б|,Б|
Ум 1ПрУМ 2ТЪЦЏ,125,4,3,1,Б|,115,2,13,28,24,15,3,11,11,5,3,6,1,4,Б|,1,Б|,Б|,Б|,Б|
Ум 1ПрУМ 3ТЪЦЏ,270,29,16,7,6,204,8,11,25,23,34,25,21,21,20,16,37,10,14,4,7,Б|,2,Б|,Б|
Ум 1ПрУМ 4ТЪЦЏ,77,6,3,3,Б|,60,Б|,4,11,4,10,12,6,4,5,4,11,Б|,4,5,2,Б|,Б|,Б|,Б|
Ум 1ПрУМ 5ТЪЦЏ,369,42,22,13,7,285,10,18,22,33,32,52,33,33,35,17,42,12,4,12,8,4,2,Б|,Б|
Ум 1ПрУМ 6ТЪЦЏ,158,17,3,6,8,115,2,12,13,17,18,17,10,8,10,8,26,5,9,8,1,3,Б|,Б|,Б|
Ум 1ПрУМ 7ТЪЦЏ,333,42,13,11,18,243,17,18,27,30,32,20,31,19,28,21,48,12,10,11,9,4,2,Б|,Б|
Ум 1ПрУМ 8ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрУМ 1ТЪЦЏ,62,2,Б|,1,1,35,Б|,8,2,4,1,2,2,8,5,3,25,3,6,4,5,4,1,2,Б|
Ум 2ПрУМ 2ТЪЦЏ,245,5,2,1,2,207,9,33,34,28,23,26,18,8,19,9,33,8,8,9,5,3,Б|,Б|,Б|
Ум 2ПрУМ 3ТЪЦЏ,231,6,Б|,4,2,198,2,24,30,41,31,26,8,17,9,10,27,7,9,6,1,2,2,Б|,Б|
Ум 2ПрУМ 4ТЪЦЏ,229,17,10,4,3,154,4,8,14,18,20,18,8,17,35,12,58,12,21,10,7,6,2,Б|,Б|
Ум 2ПрУМ 5ТЪЦЏ,173,17,6,4,7,139,7,13,23,17,14,16,10,11,19,9,17,5,1,2,6,2,Б|,1,Б|
Ум 2ПрУМ 6ТЪЦЏ,604,42,12,16,14,390,19,30,28,28,32,33,37,63,64,56,172,59,48,37,15,11,1,1,Б|
Ум 3ПрУМ 1ТЪЦЏ,177,12,2,5,5,123,6,14,16,19,8,15,14,8,11,12,42,17,12,7,4,2,Б|,Б|,Б|
Ум 3ПрУМ 2ТЪЦЏ,365,22,8,8,6,268,9,26,16,32,27,27,28,27,43,33,75,17,26,16,10,5,1,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,70,3,Б|,3,Б|,45,2,15,5,5,2,2,4,3,5,2,22,Б|,8,3,5,3,3,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,318,22,13,3,6,264,14,45,43,30,32,20,22,18,18,22,32,16,5,6,3,1,1,Б|,Б|
Ум 3ПрУМ 6ТЪЦЏ,18,Б|,Б|,Б|,Б|,14,Б|,Б|,4,1,1,Б|,Б|,4,2,2,4,Б|,Б|,Б|,4,Б|,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,41,2,2,Б|,Б|,29,3,4,3,4,3,4,2,2,2,2,10,3,1,4,1,1,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,184,3,2,1,Б|,148,1,13,29,30,18,7,11,17,14,8,33,9,9,9,3,1,1,1,Б|
Ум 4ПрУМ 3ТЪЦЏ,238,7,5,Б|,2,209,11,55,42,31,19,14,11,8,8,10,22,2,5,9,3,3,Б|,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,337,23,17,4,2,292,11,43,57,58,37,24,12,19,19,12,22,7,3,7,2,2,1,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,253,7,3,1,3,207,12,33,36,32,28,21,10,13,12,10,39,8,12,10,5,2,2,Б|,Б|
Ум 5ПрУМ 1ТЪЦЏ,118,11,6,1,4,84,2,12,14,11,8,4,6,11,7,9,23,5,8,4,5,Б|,1,Б|,Б|
Ум 5ПрУМ 2ТЪЦЏ,232,10,5,4,1,184,6,36,41,28,15,12,10,8,18,10,38,10,11,8,6,2,1,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,252,10,5,2,3,222,5,51,61,40,19,11,6,7,9,13,20,3,7,2,4,3,Б|,1,Б|
Ум 5ПрУМ 5ТЪЦЏ,14,1,1,Б|,Б|,10,1,3,1,1,1,1,1,1,Б|,Б|,3,Б|,1,1,1,Б|,Б|,Б|,Б|
Ум 6ПрУМ 1ТЪЦЏ,44,2,1,1,Б|,41,Б|,7,9,4,5,4,3,3,4,2,1,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,99,4,1,2,1,78,5,7,12,7,12,8,7,11,6,3,17,6,5,4,2,Б|,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,22,Б|,Б|,Б|,Б|,14,Б|,1,1,Б|,4,Б|,1,1,4,2,8,2,1,3,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,78,9,2,4,3,55,3,1,3,8,9,5,5,9,10,2,14,3,4,Б|,2,4,1,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,71,6,1,Б|,5,55,2,8,6,9,10,3,2,4,5,6,10,4,3,Б|,2,1,Б|,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,50,1,Б|,Б|,1,49,Б|,3,16,10,8,5,2,1,4,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,98,3,1,Б|,2,83,5,13,17,10,7,8,6,6,8,3,12,1,5,Б|,5,Б|,1,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,114,20,10,7,3,80,2,6,6,15,12,8,6,4,18,3,14,3,3,4,1,2,Б|,1,Б|
Ум 1ПрРЉ14ТЪЦЏ,88,2,Б|,1,1,74,4,12,21,8,7,4,4,6,5,3,12,4,3,3,1,1,Б|,Б|,Б|
Ум 1ПрРЉ15ТЪЦЏ,98,7,3,3,1,79,2,23,10,10,11,5,4,5,7,2,12,5,3,1,1,2,Б|,Б|,Б|
Ум 1ПрРЉ16ТЪЦЏ,74,Б|,Б|,Б|,Б|,66,1,9,13,15,4,4,9,4,5,2,8,3,Б|,1,3,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,175,7,2,4,1,133,4,8,11,25,14,19,8,13,15,16,35,15,7,7,4,1,1,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,119,9,2,3,4,96,9,29,15,9,8,7,6,6,3,4,14,4,2,4,2,1,Б|,1,Б|
Ум 1ПрРЉ19ТЪЦЏ,319,32,15,10,7,253,6,28,30,41,41,36,16,22,10,23,34,12,6,8,4,3,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,166,23,14,6,3,129,3,7,15,27,19,12,5,17,12,12,14,4,2,5,2,1,Б|,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,254,31,14,12,5,189,7,16,19,23,31,25,14,24,19,11,34,12,11,6,3,1,1,Б|,Б|
Ум 1ПрРЉ22ТЪЦЏ,103,4,3,Б|,1,89,3,12,19,15,13,3,4,8,8,4,10,Б|,3,4,3,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,368,42,6,16,20,257,13,15,18,22,28,44,31,35,25,26,69,27,18,15,6,2,1,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,170,18,6,7,5,137,12,8,10,20,24,25,14,10,10,4,15,8,2,3,1,1,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,247,39,17,7,15,172,8,13,13,30,17,28,17,17,17,12,36,12,9,8,4,1,1,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,66,8,5,2,1,42,5,2,2,3,5,2,6,6,4,7,16,3,4,2,2,3,2,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,290,36,15,11,10,198,9,9,10,20,31,20,22,24,28,25,56,16,16,11,8,3,Б|,2,Б|
Ум 1ПрРЉ28ТЪЦЏ,99,12,5,4,3,65,1,Б|,14,4,8,16,2,6,8,6,22,7,4,5,3,3,Б|,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,31,Б|,Б|,Б|,Б|,19,1,1,2,Б|,3,3,5,3,Б|,1,12,6,5,Б|,Б|,Б|,1,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,55,Б|,Б|,Б|,Б|,37,2,2,4,4,3,2,5,6,5,4,18,5,2,4,3,3,1,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,55,1,1,Б|,Б|,42,3,6,8,5,4,3,4,2,5,2,12,3,5,1,1,1,Б|,1,Б|
Ум 2ПрРЉ 7ТЪЦЏ,29,2,1,1,Б|,21,Б|,2,1,3,Б|,2,1,4,1,7,6,Б|,2,1,1,Б|,1,1,Б|
Ум 2ПрРЉ 8ТЪЦЏ,148,13,6,3,4,115,8,8,15,13,9,13,14,11,17,7,20,7,5,3,3,2,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,89,3,3,Б|,Б|,77,Б|,21,29,9,7,1,5,1,2,2,9,3,1,Б|,3,Б|,2,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,169,2,1,Б|,1,122,1,13,16,15,17,11,11,6,18,14,45,17,17,6,3,1,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,38,2,2,Б|,Б|,32,1,8,1,1,2,4,3,4,6,2,4,Б|,1,Б|,2,1,Б|,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,330,20,9,6,5,255,10,29,43,42,26,19,18,22,31,15,55,16,10,15,6,6,Б|,2,Б|
Ум 2ПрРЉ13ТЪЦЏ,198,6,4,Б|,2,174,11,46,39,27,8,12,10,7,11,3,18,5,3,4,3,2,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,121,3,1,1,1,99,11,22,21,14,6,1,7,11,3,3,19,2,6,8,2,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,252,14,8,1,5,202,5,39,38,32,22,13,17,15,16,5,36,10,5,12,5,3,1,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,75,2,2,Б|,Б|,55,5,9,6,6,4,3,8,8,4,2,18,5,5,5,1,1,Б|,1,Б|
Ум 2ПрРЉ21ТЪЦЏ,148,16,10,3,3,109,8,5,9,14,12,12,13,9,14,13,23,7,5,6,3,1,1,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,339,49,21,17,11,245,15,18,18,27,51,36,24,27,18,11,45,11,9,14,6,1,4,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,121,11,6,2,3,83,3,11,18,10,12,8,1,5,10,5,27,6,8,5,3,3,1,1,Б|
Ум 2ПрРЉ24ТЪЦЏ,176,24,4,9,11,126,4,5,10,23,20,21,13,10,14,6,26,8,8,6,2,2,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,229,9,1,3,5,155,8,16,22,18,23,18,18,10,10,12,65,22,10,15,5,10,3,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,340,39,8,15,16,229,10,11,21,33,24,25,24,30,34,17,72,23,13,11,18,5,2,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,111,10,3,4,3,78,5,8,11,9,8,13,2,8,9,5,23,6,9,2,4,1,1,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,104,9,3,3,3,76,Б|,1,4,9,14,12,6,11,8,11,19,6,5,3,1,2,2,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,28,Б|,Б|,Б|,Б|,15,Б|,3,3,Б|,Б|,Б|,1,Б|,4,4,13,2,3,3,3,2,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,128,3,Б|,Б|,3,79,2,3,7,6,2,7,10,8,18,16,46,11,13,7,6,8,1,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,15,Б|,Б|,Б|,Б|,4,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,3,1,11,2,2,3,1,1,1,1,Б|
Ум 3ПрРЉ 6ТЪЦЏ,148,6,4,1,1,104,1,8,5,20,11,9,13,11,13,13,38,12,6,8,5,3,2,2,Б|
Ум 3ПрРЉ 7ТЪЦЏ,124,6,Б|,3,3,94,7,8,16,16,10,5,7,5,10,10,24,11,6,4,1,2,Б|,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,398,27,9,11,7,287,3,46,41,53,31,24,19,21,23,26,84,31,15,25,6,3,4,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,358,24,14,7,3,267,14,14,32,44,32,25,29,25,28,24,67,18,19,10,10,7,3,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,26,Б|,Б|,Б|,Б|,17,1,1,Б|,2,Б|,1,Б|,1,8,3,9,2,2,2,2,1,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,196,4,Б|,1,3,108,Б|,5,5,7,12,15,13,14,20,17,84,28,27,15,6,7,1,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,246,15,4,1,10,188,6,29,22,26,25,21,12,19,18,10,43,13,7,14,6,Б|,3,Б|,Б|
Ум 3ПрРЉ13ТЪЦЏ,54,Б|,Б|,Б|,Б|,49,2,13,9,11,6,7,Б|,Б|,Б|,1,5,1,1,2,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,25,1,1,Б|,Б|,15,Б|,2,Б|,2,3,1,3,1,1,2,9,2,1,3,1,2,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,165,12,4,5,3,130,9,21,25,18,8,9,7,10,11,12,23,6,7,6,1,1,2,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,120,15,2,4,9,76,7,5,7,3,4,9,14,12,6,9,29,6,7,9,4,3,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,135,6,2,2,2,99,3,19,16,19,10,7,5,7,11,2,30,3,1,8,7,7,2,2,Б|
Ум 3ПрРЉ23ТЪЦЏ,196,16,4,7,5,156,4,10,32,33,26,13,9,5,15,9,24,4,7,6,4,1,2,Б|,Б|
Ум 3ПрРЉ24ТЪЦЏ,118,9,2,4,3,89,2,14,16,8,10,12,4,7,10,6,20,5,8,2,4,1,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,200,20,7,8,5,139,10,9,12,14,24,14,12,12,17,15,41,8,16,9,4,4,Б|,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,118,10,1,7,2,85,6,10,12,8,2,7,10,17,6,7,23,9,7,3,1,3,Б|,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,125,10,3,1,6,91,8,6,5,14,8,9,11,11,11,8,24,3,8,4,4,3,1,1,Б|
Ум 3ПрРЉ28ТЪЦЏ,58,7,Б|,2,5,34,1,5,4,1,3,7,2,5,3,3,17,5,3,5,3,Б|,1,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,61,2,Б|,Б|,2,44,1,4,6,3,3,2,1,9,7,8,15,7,4,3,Б|,Б|,1,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,57,1,1,Б|,Б|,52,Б|,17,8,5,6,3,5,1,6,1,4,2,Б|,Б|,1,Б|,1,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,45,1,1,Б|,Б|,39,Б|,4,3,7,4,5,4,4,2,6,5,2,2,Б|,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,71,6,3,1,2,47,6,13,8,1,4,5,Б|,2,6,2,18,7,3,6,1,1,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,350,6,3,3,Б|,308,11,74,71,38,25,30,16,18,20,5,36,16,9,7,2,1,1,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,277,15,7,4,4,230,4,35,47,32,24,19,8,20,24,17,32,12,11,4,1,3,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,343,10,7,2,1,266,7,60,46,35,16,22,12,28,22,18,67,18,21,12,10,4,2,Б|,Б|
Ум 4ПрРЉ13ТЪЦЏ,574,51,19,20,12,433,17,65,74,62,51,36,28,28,40,32,90,28,19,22,9,6,3,3,Б|
Ум 4ПрРЉ14ТЪЦЏ,254,15,6,1,8,189,18,26,34,19,22,18,18,8,13,13,50,10,15,17,4,3,1,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,287,22,6,6,10,241,8,45,46,32,25,26,20,18,15,6,24,6,7,6,4,1,Б|,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,301,29,7,12,10,235,8,50,41,40,22,24,18,13,14,5,37,7,12,10,4,2,2,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,190,13,6,1,6,163,18,36,18,21,11,14,9,17,12,7,14,5,4,3,2,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,172,25,16,5,4,125,5,6,18,19,19,20,9,10,11,8,22,4,5,4,6,1,1,1,Б|
Ум 4ПрРЉ21ТЪЦЏ,173,9,4,3,2,144,6,22,17,29,22,11,9,6,16,6,20,6,6,4,3,Б|,1,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,217,45,15,17,13,147,14,11,12,15,25,17,16,16,16,5,25,8,1,5,3,5,2,1,Б|
Ум 4ПрРЉ23ТЪЦЏ,252,28,8,13,7,177,10,27,16,15,29,17,24,21,13,5,47,16,14,8,5,3,1,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,134,8,5,1,2,103,7,12,15,26,9,10,7,6,5,6,23,2,7,6,6,Б|,2,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,181,29,5,11,13,131,4,12,8,22,23,19,15,14,11,3,21,8,8,2,3,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,338,46,19,14,13,231,8,20,29,33,32,17,28,18,20,26,61,17,20,9,7,4,2,2,Б|
Ум 4ПрРЉ27ТЪЦЏ,102,4,2,1,1,80,1,1,15,11,12,5,7,7,14,7,18,5,3,3,5,Б|,2,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,143,2,2,Б|,Б|,135,5,31,34,18,17,9,8,7,3,3,6,2,Б|,1,1,2,Б|,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
