ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
СеТ РЉ10ТЪЦЏ,164,8,1,4,3,87,1,2,4,12,16,10,8,9,10,15,69,25,17,11,7,5,4,Б|,Б|
СеТ РЉ11ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
СеТ РЉ12ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
СеТ РЉ13ТЪЦЏ,18,Б|,Б|,Б|,Б|,10,Б|,2,5,Б|,1,Б|,Б|,1,1,Б|,8,2,2,1,2,1,Б|,Б|,Б|
СеТ РЉ14ТЪЦЏ,149,14,3,4,7,124,6,24,29,15,17,8,6,6,8,5,11,2,5,1,1,1,Б|,1,Б|
СеТ РЉ15ТЪЦЏ,370,19,7,5,7,276,6,56,49,37,26,27,13,14,26,22,75,22,14,20,12,3,3,1,Б|
СеТ РЉ16ТЪЦЏ,315,17,4,7,6,244,5,24,34,24,36,23,26,22,28,22,54,26,5,8,8,1,5,1,Б|
СеТ РЉ17ТЪЦЏ,286,7,3,Б|,4,235,14,53,51,32,14,18,11,13,17,12,44,14,10,7,7,3,2,1,Б|
СеТ РЉ18ТЪЦЏ,379,12,4,5,3,301,9,34,57,35,39,27,24,22,37,17,66,14,15,22,12,1,2,Б|,Б|
СеТ РЉ19ТЪЦЏ,193,5,2,1,2,110,1,17,14,11,9,9,15,17,10,7,78,13,14,17,9,17,7,1,Б|
СеТ РЉ20ТЪЦЏ,242,18,4,9,5,172,6,10,15,16,16,21,21,28,18,21,52,2,15,14,16,5,Б|,Б|,Б|
СеТ РЉ21ТЪЦЏ,246,17,7,5,5,175,5,14,20,28,23,27,16,8,23,11,54,17,16,12,3,3,2,1,Б|
СеТ РЉ22ТЪЦЏ,226,18,4,5,9,170,11,22,12,19,22,21,19,19,14,11,38,9,10,7,6,3,1,2,Б|
СеТ РЉ23ТЪЦЏ,441,39,9,13,17,353,11,41,46,35,64,35,40,23,37,21,49,9,12,15,9,3,1,Б|,Б|
СеТ РЉ24ТЪЦЏ,435,37,14,12,11,316,14,21,30,37,34,43,30,33,43,31,82,24,23,19,11,5,Б|,Б|,Б|
СеТ РЉ25ТЪЦЏ,73,5,2,1,2,43,4,3,5,1,8,2,3,5,7,5,25,6,8,4,3,1,2,1,Б|
СеТ РЉ26ТЪЦЏ,245,13,3,7,3,195,9,36,18,27,21,17,19,17,14,17,37,9,9,9,6,3,1,Б|,Б|
СеТ РЉ27ТЪЦЏ,149,22,4,11,7,104,4,4,3,13,9,17,20,11,15,8,23,4,5,8,6,Б|,Б|,Б|,Б|
СеТ РЉ28ТЪЦЏ,244,33,17,12,4,177,4,8,22,37,49,14,14,8,13,8,34,10,12,7,3,1,Б|,1,Б|
Ум 1ПрУМ 2ТЪЦЏ,135,4,1,3,Б|,124,2,13,32,26,17,6,11,8,8,1,7,2,3,1,Б|,1,Б|,Б|,Б|
Ум 1ПрУМ 3ТЪЦЏ,285,35,21,8,6,211,8,11,25,23,37,27,24,20,21,15,39,13,14,6,4,1,1,Б|,Б|
Ум 1ПрУМ 4ТЪЦЏ,76,6,3,3,Б|,60,3,4,7,4,11,9,10,4,5,3,10,Б|,2,7,1,Б|,Б|,Б|,Б|
Ум 1ПрУМ 5ТЪЦЏ,366,42,22,14,6,283,15,13,17,29,41,42,38,29,39,20,41,13,3,11,9,4,1,Б|,Б|
Ум 1ПрУМ 6ТЪЦЏ,155,16,3,6,7,112,3,9,8,15,22,17,10,9,9,10,27,6,9,5,3,3,1,Б|,Б|
Ум 1ПрУМ 7ТЪЦЏ,332,42,13,12,17,246,14,16,27,32,30,25,23,25,27,27,44,12,8,9,10,3,1,1,Б|
Ум 1ПрУМ 8ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрУМ 1ТЪЦЏ,62,2,1,1,Б|,35,Б|,6,2,4,3,4,Б|,8,6,2,25,3,6,4,7,3,1,1,Б|
Ум 2ПрУМ 2ТЪЦЏ,255,4,Б|,2,2,218,9,38,32,28,26,25,18,10,16,16,33,6,8,10,6,3,Б|,Б|,Б|
Ум 2ПрУМ 3ТЪЦЏ,224,8,Б|,4,4,191,3,16,33,36,32,28,8,14,14,7,25,9,9,3,2,Б|,2,Б|,Б|
Ум 2ПрУМ 4ТЪЦЏ,229,21,12,7,2,154,5,7,14,18,21,21,8,14,35,11,54,11,20,12,6,3,2,Б|,Б|
Ум 2ПрУМ 5ТЪЦЏ,188,17,7,5,5,152,10,16,20,19,16,17,11,10,21,12,19,5,Б|,3,6,4,Б|,1,Б|
Ум 2ПрУМ 6ТЪЦЏ,604,33,8,10,15,384,16,30,36,30,27,33,34,56,75,47,187,59,56,38,19,11,3,1,Б|
Ум 3ПрУМ 1ТЪЦЏ,170,11,4,3,4,112,7,11,15,11,7,14,11,12,14,10,47,12,18,8,5,4,Б|,Б|,Б|
Ум 3ПрУМ 2ТЪЦЏ,362,23,9,8,6,261,9,17,17,34,28,23,32,22,50,29,78,19,22,18,13,4,2,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,154,4,1,2,1,128,4,47,36,15,11,3,2,4,2,4,22,2,8,3,4,2,2,1,Б|
Ум 3ПрУМ 4ТЪЦЏ,306,19,9,8,2,254,15,41,31,36,27,19,25,19,19,22,33,14,6,6,3,3,1,Б|,Б|
Ум 3ПрУМ 5ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрУМ 6ТЪЦЏ,20,Б|,Б|,Б|,Б|,17,1,2,2,2,2,Б|,Б|,2,5,1,3,Б|,Б|,Б|,3,Б|,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,47,2,2,Б|,Б|,33,2,3,7,5,4,4,2,3,2,1,12,3,3,3,2,1,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,200,3,1,2,Б|,165,Б|,22,25,34,22,8,12,16,17,9,32,9,5,11,3,2,1,1,Б|
Ум 4ПрУМ 3ТЪЦЏ,238,5,4,Б|,1,208,5,51,50,32,13,16,15,7,12,7,25,3,5,9,4,3,1,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,340,24,18,4,2,292,8,44,50,62,42,24,17,18,17,10,24,9,3,7,3,1,1,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,279,9,5,1,3,230,10,44,47,36,33,19,10,10,14,7,40,9,10,9,7,3,2,Б|,Б|
Ум 5ПрУМ 1ТЪЦЏ,118,12,8,Б|,4,82,4,8,14,9,9,5,6,11,9,7,24,6,9,4,4,Б|,Б|,1,Б|
Ум 5ПрУМ 2ТЪЦЏ,228,10,4,4,2,184,4,43,39,21,19,8,10,12,15,13,34,7,10,8,5,3,1,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,282,10,7,2,1,248,4,59,55,48,26,12,12,9,11,12,24,4,7,4,5,3,Б|,1,Б|
Ум 5ПрУМ 5ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,68,4,3,1,Б|,61,6,10,16,4,5,5,5,3,5,2,3,2,Б|,Б|,Б|,1,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,111,5,2,1,2,87,2,12,12,10,13,9,4,12,9,4,19,6,5,4,4,Б|,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,24,Б|,Б|,Б|,Б|,16,Б|,Б|,1,1,1,2,1,2,4,4,8,2,1,3,1,1,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,81,9,1,3,5,54,5,2,3,6,6,8,5,8,9,2,18,4,7,1,2,2,1,1,Б|
Ум 1ПрРЉ 9ТЪЦЏ,84,5,1,Б|,4,66,3,14,10,10,11,4,Б|,4,6,4,13,5,4,1,2,1,Б|,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,48,1,Б|,Б|,1,47,Б|,3,13,12,8,4,2,2,3,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,100,1,Б|,Б|,1,85,7,12,15,14,6,9,5,9,7,1,14,3,1,4,3,2,1,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,96,9,5,3,1,72,2,7,5,12,9,12,4,3,14,4,15,4,2,6,Б|,3,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,84,1,Б|,Б|,1,73,5,15,16,10,5,6,4,6,5,1,10,2,2,5,1,Б|,Б|,Б|,Б|
Ум 1ПрРЉ15ТЪЦЏ,104,6,2,3,1,86,2,18,14,10,11,9,7,3,7,5,12,1,6,2,1,2,Б|,Б|,Б|
Ум 1ПрРЉ16ТЪЦЏ,73,Б|,Б|,Б|,Б|,65,Б|,12,11,13,4,5,6,7,5,2,8,3,Б|,1,3,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,184,6,2,3,1,140,5,8,10,23,18,19,14,8,20,15,38,16,9,7,4,Б|,2,Б|,Б|
Ум 1ПрРЉ18ТЪЦЏ,125,9,4,3,2,102,4,27,20,19,9,6,7,5,2,3,14,4,3,3,2,1,Б|,1,Б|
Ум 1ПрРЉ19ТЪЦЏ,333,36,16,13,7,256,4,27,36,37,45,34,23,19,12,19,41,14,8,7,7,4,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,229,23,14,6,3,191,4,9,27,48,36,17,8,12,20,10,15,4,3,5,2,1,Б|,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,273,26,7,10,9,209,5,15,29,24,31,31,17,23,21,13,38,13,11,6,4,3,1,Б|,Б|
Ум 1ПрРЉ22ТЪЦЏ,107,5,3,1,1,91,3,12,19,13,14,4,4,7,10,5,11,1,3,3,4,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,382,53,10,17,26,253,12,14,18,21,31,37,39,35,24,22,76,29,16,21,6,2,2,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,175,19,6,7,6,140,6,13,11,17,30,20,18,11,10,4,16,8,3,3,1,1,Б|,Б|,Б|
Ум 1ПрРЉ25ТЪЦЏ,235,34,13,8,13,164,6,13,16,20,26,23,16,20,12,12,37,15,5,9,6,1,1,Б|,Б|
Ум 1ПрРЉ26ТЪЦЏ,55,6,4,1,1,33,2,1,1,4,3,2,6,4,5,5,16,5,2,2,2,2,3,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,302,37,13,14,10,204,10,10,8,19,29,25,24,25,31,23,61,17,16,14,9,4,1,Б|,Б|
Ум 1ПрРЉ28ТЪЦЏ,198,38,13,11,14,137,5,5,17,17,24,22,14,10,13,10,23,6,5,7,3,2,Б|,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,37,Б|,Б|,Б|,Б|,22,1,Б|,4,1,5,3,5,2,1,Б|,15,4,9,1,Б|,Б|,1,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,62,1,1,Б|,Б|,42,2,4,2,8,5,1,5,4,8,3,19,5,3,4,2,3,2,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,48,Б|,Б|,Б|,Б|,37,1,3,7,5,3,6,2,3,3,4,11,3,5,Б|,2,1,Б|,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,32,3,1,1,1,23,Б|,1,2,2,1,3,2,3,2,7,6,1,1,2,1,Б|,Б|,1,Б|
Ум 2ПрРЉ 8ТЪЦЏ,207,15,5,6,4,165,12,6,15,19,14,18,18,24,26,13,27,12,7,2,3,2,1,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,72,1,1,Б|,Б|,63,Б|,8,27,8,7,3,4,2,2,2,8,2,1,2,1,Б|,1,1,Б|
Ум 2ПрРЉ10ТЪЦЏ,161,2,1,Б|,1,118,1,9,18,12,15,10,14,5,18,16,41,14,12,9,4,1,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,36,2,2,Б|,Б|,29,5,3,1,Б|,2,3,3,3,6,3,5,Б|,1,Б|,1,3,Б|,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,324,13,8,1,4,251,9,31,41,38,23,24,22,16,33,14,60,23,10,15,6,3,2,1,Б|
Ум 2ПрРЉ13ТЪЦЏ,231,9,5,2,2,198,14,45,34,37,9,13,11,16,10,9,24,8,5,4,3,2,1,1,Б|
Ум 2ПрРЉ14ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,109,2,Б|,1,1,88,7,22,20,10,5,2,7,8,6,1,19,3,3,10,3,Б|,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,265,18,10,2,6,211,7,44,36,30,24,11,17,18,17,7,36,10,4,13,6,2,1,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,71,1,1,Б|,Б|,52,3,11,6,3,5,1,5,10,5,3,18,3,5,6,2,Б|,1,1,Б|
Ум 2ПрРЉ21ТЪЦЏ,135,14,7,3,4,100,7,5,11,10,11,12,11,10,10,13,21,9,4,4,3,1,Б|,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,349,53,19,21,13,252,19,16,20,24,50,34,29,27,21,12,44,9,8,13,9,2,3,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,119,8,4,2,2,83,4,11,20,10,9,8,Б|,6,11,4,28,7,8,6,3,1,2,1,Б|
Ум 2ПрРЉ24ТЪЦЏ,169,26,7,9,10,117,3,3,8,24,20,20,10,9,14,6,26,7,7,7,2,1,2,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,259,11,3,4,4,187,8,26,24,30,27,23,14,12,9,14,61,14,18,13,5,8,3,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,332,32,5,12,15,228,8,14,23,29,28,24,21,23,37,21,72,23,15,14,11,6,3,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,108,11,3,1,7,74,3,7,7,11,7,13,3,8,9,6,23,4,10,2,5,1,1,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,106,9,2,4,3,77,Б|,1,5,6,15,13,5,11,9,12,20,6,6,3,1,2,2,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,30,Б|,Б|,Б|,Б|,17,Б|,5,2,1,Б|,Б|,Б|,1,4,4,13,1,3,3,3,2,1,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,125,3,1,1,1,73,5,2,5,6,2,4,7,13,17,12,49,13,13,6,7,7,3,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,15,Б|,Б|,Б|,Б|,4,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,3,1,11,2,1,4,1,1,Б|,2,Б|
Ум 3ПрРЉ 6ТЪЦЏ,149,7,3,3,1,101,1,8,6,18,11,10,10,13,14,10,41,10,9,9,8,3,1,1,Б|
Ум 3ПрРЉ 7ТЪЦЏ,122,4,Б|,Б|,4,90,4,11,14,9,10,6,5,12,12,7,28,12,5,7,2,1,1,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,395,19,8,6,5,287,5,42,60,46,26,23,20,19,22,24,89,30,19,24,10,2,4,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,458,40,22,10,8,339,14,21,36,62,44,36,22,31,36,37,79,20,23,13,11,4,7,1,Б|
Ум 3ПрРЉ10ТЪЦЏ,23,Б|,Б|,Б|,Б|,14,1,1,Б|,2,Б|,1,Б|,1,6,2,9,3,2,2,2,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,192,2,Б|,1,1,102,1,6,4,8,9,14,9,13,23,15,88,29,30,14,8,7,Б|,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,237,12,3,2,7,177,6,17,23,26,20,24,9,20,20,12,48,11,12,15,6,1,3,Б|,Б|
Ум 3ПрРЉ13ТЪЦЏ,68,1,1,Б|,Б|,62,1,23,12,13,6,5,Б|,Б|,1,1,5,1,1,2,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,28,2,2,Б|,Б|,17,Б|,5,Б|,2,1,3,3,1,1,1,9,3,1,2,1,1,1,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,185,14,8,1,5,145,6,30,28,20,15,7,10,8,14,7,26,8,8,7,2,1,Б|,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,126,12,Б|,4,8,85,9,8,9,5,4,11,13,9,9,8,29,6,5,11,4,3,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,121,4,Б|,2,2,93,3,17,14,13,14,6,1,7,11,7,24,3,Б|,5,5,6,3,1,1
Ум 3ПрРЉ23ТЪЦЏ,184,14,5,5,4,142,2,8,33,26,21,18,9,4,15,6,28,5,8,5,6,3,1,Б|,Б|
Ум 3ПрРЉ24ТЪЦЏ,122,8,2,2,4,93,3,14,19,10,11,11,3,6,10,6,21,6,9,2,3,Б|,1,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,181,23,5,10,8,118,6,8,10,11,15,16,12,11,19,10,40,7,16,8,4,5,Б|,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,106,10,4,4,2,71,4,6,12,7,4,7,7,14,7,3,25,9,9,3,2,2,Б|,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,243,27,10,10,7,190,9,16,14,31,23,26,19,25,19,8,26,4,7,7,3,3,1,1,Б|
Ум 3ПрРЉ28ТЪЦЏ,53,5,1,1,3,33,3,1,4,3,3,4,3,5,4,3,15,4,3,4,2,1,1,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,60,1,Б|,Б|,1,43,2,4,6,3,2,2,3,5,9,7,16,9,2,4,Б|,Б|,Б|,1,Б|
Ум 4ПрРЉ 2ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,65,1,1,Б|,Б|,60,Б|,9,15,11,7,1,7,2,6,2,4,2,Б|,Б|,1,Б|,1,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,162,12,4,6,2,131,4,8,13,26,20,11,18,10,15,6,19,4,6,3,4,2,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,67,6,3,1,2,44,2,9,12,3,3,2,2,2,6,3,17,6,4,5,2,Б|,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,341,6,3,3,Б|,299,17,62,64,37,25,25,23,15,25,6,36,15,10,7,1,1,2,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,274,12,5,5,2,224,5,27,47,35,24,17,9,17,25,18,38,19,12,4,1,2,Б|,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,376,15,11,2,2,296,11,64,58,39,17,16,15,27,30,19,65,12,23,13,9,4,4,Б|,Б|
Ум 4ПрРЉ13ТЪЦЏ,599,61,20,26,15,450,21,63,78,60,64,41,27,26,43,27,88,25,23,20,10,6,3,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,268,14,5,1,8,201,22,33,33,15,27,18,16,12,14,11,53,9,14,22,6,1,1,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,289,27,10,6,11,240,7,44,53,25,27,26,20,16,14,8,22,4,8,5,3,2,Б|,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,283,25,6,10,9,227,9,45,36,36,21,24,24,12,14,6,31,6,9,12,2,1,1,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,183,12,7,1,4,152,18,25,15,16,13,13,11,16,18,7,19,5,7,2,4,Б|,1,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,197,34,26,5,3,135,7,8,14,24,19,17,15,11,14,6,28,10,1,8,5,1,2,1,Б|
Ум 4ПрРЉ21ТЪЦЏ,221,23,10,6,7,176,6,19,25,33,29,21,9,12,13,9,22,6,6,6,3,Б|,1,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,217,50,18,17,15,144,10,13,11,16,26,20,15,16,12,5,23,7,3,4,3,4,2,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,242,26,9,9,8,171,12,20,18,11,26,18,23,23,14,6,45,11,15,8,5,5,1,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,176,14,10,3,1,139,5,12,32,34,19,10,7,7,9,4,23,3,6,6,6,Б|,2,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,185,27,7,8,12,135,7,11,10,19,23,21,17,11,10,6,23,9,9,2,2,1,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,346,47,19,12,16,234,10,19,30,30,35,22,25,17,21,25,65,23,15,11,9,3,3,1,Б|
Ум 4ПрРЉ27ТЪЦЏ,93,5,3,Б|,2,72,Б|,5,11,9,8,7,7,6,13,6,16,5,3,4,2,1,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,127,1,1,Б|,Б|,121,2,26,30,22,14,8,7,5,4,3,5,Б|,1,1,1,Б|,2,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
