ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Ум 3ПрУМ 1ТЪЦЏ,153,7,3,2,2,113,Б|,2,16,7,17,8,8,13,18,24,33,10,7,9,4,3,Б|,Б|,Б|
Ум 3ПрУМ 2ТЪЦЏ,301,28,10,7,11,211,11,15,20,24,23,18,21,27,32,20,62,23,19,11,4,4,1,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,69,3,2,Б|,1,46,2,8,9,3,4,5,1,7,3,4,20,5,5,3,4,2,1,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,166,8,1,3,4,144,2,29,25,17,12,12,11,6,17,13,14,4,5,1,1,2,1,Б|,Б|
Ум 3ПрУМ 6ТЪЦЏ,23,2,1,1,Б|,17,1,4,3,1,1,1,3,2,1,Б|,4,Б|,2,2,Б|,Б|,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрУМ 2ТЪЦЏ,206,Б|,Б|,Б|,Б|,170,6,30,31,21,11,13,22,13,11,12,36,7,10,8,3,7,1,Б|,Б|
Ум 4ПрУМ 3ТЪЦЏ,144,12,1,4,7,112,8,15,19,17,7,11,16,6,11,2,20,4,11,1,3,1,Б|,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,131,1,Б|,1,Б|,109,6,28,21,10,6,7,12,8,8,3,21,9,5,3,2,1,1,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,230,13,3,4,6,182,2,27,43,26,20,9,15,14,12,14,35,12,9,6,5,3,Б|,Б|,Б|
Ум 5ПрУМ 1ТЪЦЏ,101,7,3,2,2,74,5,8,4,11,5,8,11,8,9,5,20,8,5,6,1,Б|,Б|,Б|,Б|
Ум 5ПрУМ 2ТЪЦЏ,163,9,3,1,5,104,5,11,9,8,5,9,11,24,12,10,50,15,12,12,5,3,2,1,Б|
Ум 5ПрУМ 3ТЪЦЏ,171,3,Б|,2,1,134,4,20,34,25,10,5,7,10,14,5,34,11,7,5,4,3,4,Б|,Б|
Ум 5ПрУМ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрУМ 5ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,48,3,2,1,Б|,43,Б|,3,11,11,4,2,4,5,2,1,2,2,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,104,7,3,2,2,78,2,10,9,9,5,10,12,8,5,8,19,4,4,5,4,2,Б|,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,18,Б|,Б|,Б|,Б|,14,Б|,Б|,1,3,1,1,3,Б|,4,1,4,2,1,1,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,72,6,2,2,2,55,3,1,4,7,9,7,8,6,7,3,11,4,Б|,2,2,2,1,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,82,5,1,4,Б|,70,1,20,11,7,4,3,4,6,7,7,7,3,Б|,2,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ12ТЪЦЏ,97,10,2,6,2,70,5,7,9,15,8,11,5,7,3,Б|,17,6,2,6,1,1,1,Б|,Б|
Ум 1ПрРЉ13ТЪЦЏ,47,1,Б|,1,Б|,33,2,1,4,1,4,2,4,9,2,4,13,3,5,5,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,110,3,Б|,2,1,92,7,27,20,10,9,5,6,3,Б|,5,15,5,3,4,1,Б|,2,Б|,Б|
Ум 1ПрРЉ15ТЪЦЏ,117,8,4,3,1,94,9,20,17,7,10,8,6,7,3,7,15,7,1,3,1,1,2,Б|,Б|
Ум 1ПрРЉ16ТЪЦЏ,54,1,1,Б|,Б|,44,4,7,8,1,4,4,5,4,5,2,9,Б|,3,3,2,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,153,2,1,1,Б|,126,4,15,19,15,16,8,9,15,16,9,25,7,8,3,4,1,1,1,Б|
Ум 1ПрРЉ18ТЪЦЏ,130,16,6,8,2,100,7,13,12,16,11,12,11,5,6,7,14,5,5,2,1,1,Б|,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,184,12,7,1,4,154,2,23,36,28,17,13,10,7,15,3,18,3,4,4,3,3,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,109,12,6,1,5,87,7,8,11,13,8,7,12,11,4,6,10,2,5,1,1,Б|,1,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,206,19,13,2,4,161,6,17,21,31,21,13,16,14,13,9,26,8,5,8,2,2,1,Б|,Б|
Ум 1ПрРЉ22ТЪЦЏ,97,4,4,Б|,Б|,84,7,10,18,10,13,6,5,8,6,1,9,3,2,4,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,404,63,24,20,19,290,20,21,26,32,50,27,42,26,27,19,51,21,14,9,3,3,1,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,148,23,4,9,10,118,6,12,17,18,24,14,6,10,6,5,7,2,3,1,Б|,Б|,Б|,1,Б|
Ум 1ПрРЉ25ТЪЦЏ,254,38,16,14,8,187,12,14,22,31,29,21,14,19,14,11,29,10,8,2,4,3,2,Б|,Б|
Ум 1ПрРЉ26ТЪЦЏ,60,11,5,2,4,41,2,Б|,3,4,6,9,4,3,5,5,8,2,1,Б|,3,1,1,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,192,19,1,9,9,134,11,10,12,8,8,12,20,25,15,13,39,14,11,9,1,2,2,Б|,Б|
Ум 1ПрРЉ28ТЪЦЏ,60,4,3,1,Б|,44,3,5,2,2,4,3,7,9,4,5,12,5,1,3,1,1,1,Б|,Б|
Ум 2ПрРЉ 1ТЪЦЏ,21,Б|,Б|,Б|,Б|,12,Б|,Б|,1,3,Б|,2,Б|,Б|,2,4,9,3,1,2,1,2,Б|,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,59,Б|,Б|,Б|,Б|,39,3,6,5,3,3,2,4,5,3,5,20,2,3,6,5,4,Б|,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,37,1,1,Б|,Б|,26,Б|,3,4,2,1,2,3,5,4,2,10,5,1,1,1,2,Б|,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,42,3,1,Б|,2,31,4,1,3,1,2,4,3,5,8,Б|,8,2,2,2,Б|,1,1,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,105,7,3,2,2,83,2,3,9,9,6,8,14,9,12,11,15,6,5,1,2,1,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,26,Б|,Б|,Б|,Б|,16,2,2,Б|,1,Б|,1,2,3,4,1,10,1,1,5,Б|,2,1,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,160,3,1,Б|,2,123,1,5,9,9,8,16,20,21,20,14,34,10,9,8,1,5,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ12ТЪЦЏ,228,11,7,4,Б|,180,7,15,30,25,20,17,16,19,13,18,37,11,7,7,5,6,1,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,159,10,2,6,2,126,3,48,22,13,9,4,9,9,5,4,23,7,6,4,4,2,Б|,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,133,6,2,2,2,109,6,35,26,10,4,8,9,2,5,4,18,7,6,4,1,Б|,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,240,20,14,3,3,193,5,21,42,29,26,14,17,19,8,12,27,10,11,3,Б|,3,Б|,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,70,4,Б|,Б|,4,50,6,6,3,5,4,9,7,5,1,4,16,3,6,3,3,1,Б|,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,153,28,7,9,12,111,6,7,13,11,11,10,13,20,13,7,14,6,2,2,1,3,Б|,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,241,24,12,4,8,192,15,20,28,29,24,20,23,11,8,14,25,8,6,7,2,2,Б|,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,105,7,Б|,4,3,71,3,9,5,6,11,7,6,9,7,8,27,7,8,6,2,4,Б|,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,204,28,14,9,5,148,4,12,14,26,22,21,13,14,10,12,28,9,8,3,7,1,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,255,16,3,4,9,191,7,25,44,23,20,15,13,12,8,24,48,14,14,9,5,6,Б|,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,353,25,10,9,6,273,14,34,28,24,30,21,35,36,24,27,55,14,12,15,10,4,Б|,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,120,9,5,2,2,92,9,11,7,8,12,8,10,12,4,11,19,6,7,2,1,2,1,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,59,3,2,1,Б|,50,3,4,7,5,6,4,4,4,8,5,6,4,2,Б|,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,39,Б|,Б|,Б|,Б|,26,1,6,1,Б|,1,3,1,6,3,4,13,2,4,3,3,1,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,133,7,1,3,3,84,Б|,7,6,4,6,8,12,18,14,9,42,17,6,11,5,2,1,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,28,Б|,Б|,Б|,Б|,17,2,2,1,2,Б|,Б|,4,3,2,1,11,2,5,2,Б|,1,1,Б|,Б|
Ум 3ПрРЉ 6ТЪЦЏ,125,12,8,2,2,89,5,3,6,9,9,10,14,8,14,11,24,7,5,6,1,3,2,Б|,Б|
Ум 3ПрРЉ 7ТЪЦЏ,127,10,Б|,4,6,104,4,19,18,11,3,8,10,12,10,9,13,5,3,2,2,Б|,1,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,322,13,7,2,4,254,15,33,46,17,20,18,22,21,33,29,55,21,15,8,6,4,Б|,1,Б|
Ум 3ПрРЉ 9ТЪЦЏ,60,1,1,Б|,Б|,50,3,5,12,13,4,4,1,3,4,1,9,1,3,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,45,1,Б|,Б|,1,33,1,2,2,1,4,Б|,2,9,6,6,11,2,3,3,3,Б|,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,206,7,4,2,1,154,7,5,17,16,17,13,17,21,26,15,45,19,12,7,4,2,1,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,138,8,3,3,2,113,3,12,20,18,12,10,10,14,8,6,17,6,7,3,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ13ТЪЦЏ,43,1,Б|,Б|,1,33,1,11,6,4,2,3,3,Б|,1,2,9,2,5,1,Б|,Б|,1,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,16,Б|,Б|,Б|,Б|,16,1,6,5,1,2,Б|,1,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ18ТЪЦЏ,38,3,1,1,1,28,1,1,8,10,2,2,2,Б|,2,Б|,7,Б|,3,3,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,208,20,13,4,3,165,10,30,43,18,12,8,15,11,10,8,23,10,4,3,2,2,2,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,111,16,4,6,6,68,8,6,3,3,7,13,13,7,3,5,27,8,11,5,2,1,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,133,11,1,4,6,87,4,15,16,12,4,7,11,10,2,6,35,7,9,7,6,4,2,Б|,Б|
Ум 3ПрРЉ23ТЪЦЏ,164,12,5,6,1,121,6,15,27,14,4,8,13,13,16,5,31,9,9,4,4,3,1,1,Б|
Ум 3ПрРЉ24ТЪЦЏ,121,9,3,3,3,94,4,19,16,10,8,9,9,9,6,4,18,11,2,4,1,Б|,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,217,29,8,8,13,145,10,14,13,14,17,20,19,13,14,11,43,19,10,5,6,2,1,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,128,11,5,1,5,95,5,15,6,7,8,12,12,7,11,12,22,13,5,Б|,3,1,Б|,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,145,17,3,5,9,102,6,12,17,9,11,14,10,8,9,6,26,10,3,5,5,2,1,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,61,5,2,2,1,39,5,3,5,3,5,2,5,4,2,5,17,4,5,2,2,4,Б|,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,81,7,2,3,2,58,2,4,1,2,5,3,12,8,12,9,16,9,3,2,Б|,2,Б|,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 7ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,61,Б|,Б|,Б|,Б|,56,2,7,7,4,3,1,6,11,8,7,5,2,2,Б|,Б|,1,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,74,5,3,2,Б|,53,8,10,5,6,2,3,4,6,4,5,16,6,5,4,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,320,6,4,1,1,290,28,114,59,26,7,7,13,13,12,11,24,11,6,2,3,2,Б|,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,236,12,5,5,2,194,7,21,39,22,14,18,16,22,20,15,30,13,6,4,3,3,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,345,10,6,1,3,274,11,60,41,38,21,13,35,21,14,20,61,22,15,14,4,4,1,1,Б|
Ум 4ПрРЉ13ТЪЦЏ,612,48,23,10,15,483,32,69,73,83,38,36,42,50,30,30,81,26,22,14,11,5,2,1,Б|
Ум 4ПрРЉ14ТЪЦЏ,279,19,5,6,8,207,18,34,48,19,25,19,8,13,13,10,53,27,12,5,6,2,Б|,1,Б|
Ум 4ПрРЉ15ТЪЦЏ,261,28,9,11,8,203,22,33,25,26,21,20,28,15,4,9,30,11,7,6,3,2,1,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,318,37,23,10,4,248,13,50,57,44,38,11,10,13,5,7,33,14,10,6,1,2,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,70,28,15,9,4,42,Б|,Б|,8,12,14,8,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ18ТЪЦЏ,213,9,5,1,3,195,32,86,27,17,8,1,9,6,6,3,9,4,2,3,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,104,12,4,4,4,73,2,6,12,11,12,8,3,10,6,3,19,5,6,4,3,Б|,Б|,1,Б|
Ум 4ПрРЉ21ТЪЦЏ,143,6,2,1,3,118,5,20,30,22,11,4,2,8,7,9,19,7,3,3,3,3,Б|,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,214,67,20,33,14,128,7,8,8,28,27,13,17,9,4,7,19,2,7,4,3,2,1,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,173,15,3,2,10,130,14,22,20,9,5,17,14,7,8,14,28,11,8,5,1,Б|,1,2,Б|
Ум 4ПрРЉ24ТЪЦЏ,159,16,7,5,4,120,6,11,32,18,19,11,7,4,9,3,23,8,9,3,Б|,3,Б|,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,178,31,7,16,8,132,7,6,17,21,28,15,16,11,5,6,15,7,2,5,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,229,27,7,12,8,155,6,13,15,16,9,16,20,19,23,18,47,23,12,6,2,2,2,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,81,1,Б|,Б|,1,67,1,6,18,14,Б|,6,4,7,7,4,13,1,3,6,2,1,Б|,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,37,4,2,1,1,27,1,9,1,2,2,2,3,4,2,1,6,3,Б|,1,2,Б|,Б|,Б|,Б|
