ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Ум 2ПрРЉ 6ТЪЦЏ,37,Б|,Б|,Б|,Б|,28,Б|,3,3,2,2,1,4,5,4,4,9,5,Б|,2,1,Б|,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,40,3,3,Б|,Б|,29,3,2,3,1,4,2,3,3,7,1,8,1,2,3,Б|,1,1,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,126,13,4,5,4,93,4,6,8,9,10,7,14,19,6,10,20,9,3,6,2,Б|,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,26,Б|,Б|,Б|,Б|,17,1,2,2,1,1,1,1,3,2,3,9,Б|,1,4,1,1,2,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,153,3,1,1,1,109,1,7,7,8,7,13,12,21,17,16,41,19,10,7,3,2,Б|,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ12ТЪЦЏ,211,9,4,4,1,166,3,22,29,16,13,17,13,24,11,18,36,8,9,6,3,7,3,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,168,9,Б|,2,7,139,20,41,21,12,11,7,8,10,5,4,20,5,6,3,3,2,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,128,7,2,3,2,101,4,29,24,14,7,5,7,6,1,4,20,3,10,5,1,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,215,13,6,6,1,179,7,18,26,32,19,15,17,24,8,13,23,5,10,6,1,1,Б|,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,69,3,Б|,1,2,46,5,7,2,3,5,5,9,4,3,3,20,4,6,6,2,1,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,156,20,6,5,9,119,8,9,9,13,9,16,13,16,18,8,17,4,5,4,1,2,1,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,255,23,11,6,6,201,18,20,27,24,26,28,20,14,13,11,31,10,9,7,3,2,Б|,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,97,9,1,4,4,65,4,10,5,1,13,2,6,12,6,6,23,8,6,4,2,2,1,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,189,26,11,10,5,134,4,11,15,19,24,16,12,13,9,11,29,9,9,4,4,3,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,248,18,5,5,8,177,6,19,36,30,23,15,8,15,7,18,53,19,15,7,7,5,Б|,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,351,35,14,14,7,247,8,19,28,32,30,22,24,39,21,24,69,22,14,18,8,4,3,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,117,11,2,4,5,81,6,4,11,4,12,6,14,11,7,6,25,11,4,6,2,1,1,Б|,Б|
Ум 2ПрРЉ28ТЪЦЏ,59,2,2,Б|,Б|,47,3,Б|,7,7,6,3,5,4,8,4,10,8,1,1,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,31,Б|,Б|,Б|,Б|,17,1,4,1,Б|,Б|,Б|,2,4,3,2,14,3,3,4,2,2,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,132,3,Б|,1,2,81,1,6,7,2,5,5,12,15,15,13,48,17,10,8,6,5,2,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,18,Б|,Б|,Б|,Б|,9,Б|,Б|,Б|,1,Б|,1,1,3,Б|,3,9,1,4,1,1,Б|,2,Б|,Б|
Ум 3ПрРЉ 6ТЪЦЏ,138,11,8,2,1,95,3,2,13,16,8,12,9,10,10,12,32,12,5,7,3,2,3,Б|,Б|
Ум 3ПрРЉ 7ТЪЦЏ,131,7,1,3,3,108,9,17,15,18,3,4,10,13,8,11,16,5,6,2,2,1,Б|,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,292,8,2,5,1,220,6,29,42,15,21,18,13,27,24,25,64,19,24,11,4,5,1,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,55,Б|,Б|,Б|,Б|,47,Б|,4,11,11,6,3,4,3,4,1,8,Б|,3,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,34,1,Б|,Б|,1,22,1,1,2,Б|,3,Б|,1,5,3,6,11,1,3,3,3,1,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,204,5,2,2,1,141,7,5,8,12,21,9,13,22,16,28,58,23,12,12,8,Б|,3,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,223,13,2,5,6,172,5,17,32,26,23,15,17,18,11,8,38,12,15,6,1,2,1,1,Б|
Ум 3ПрРЉ13ТЪЦЏ,35,Б|,Б|,Б|,Б|,27,2,9,3,4,1,3,1,1,1,2,8,2,3,2,Б|,Б|,1,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,36,Б|,Б|,Б|,Б|,29,4,3,4,5,4,3,1,1,1,3,7,1,3,1,1,1,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,204,17,9,6,2,164,8,38,31,24,9,12,9,17,9,7,23,9,6,3,3,2,Б|,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,115,13,2,5,6,74,10,7,6,3,6,10,11,10,6,5,28,5,12,6,5,Б|,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,125,5,1,2,2,86,2,13,20,16,7,2,8,8,6,4,34,4,9,6,7,6,1,1,Б|
Ум 3ПрРЉ23ТЪЦЏ,164,14,6,6,2,122,2,18,30,17,7,7,8,15,9,9,28,9,5,6,4,3,Б|,Б|,1
Ум 3ПрРЉ24ТЪЦЏ,127,13,7,3,3,94,3,17,16,8,12,7,8,10,6,7,20,11,3,4,1,1,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,209,25,13,7,5,138,8,16,17,13,23,13,8,20,10,10,46,19,14,3,8,Б|,2,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,119,12,6,2,4,82,6,8,10,5,8,8,15,11,4,7,25,15,4,2,2,1,1,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,131,10,2,4,4,93,9,3,17,9,9,9,14,10,8,5,28,9,7,3,4,4,1,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,58,8,1,4,3,37,3,4,5,3,2,4,5,4,3,4,13,4,5,2,Б|,2,Б|,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,64,4,Б|,Б|,4,45,1,3,2,2,3,3,5,9,6,11,15,7,6,Б|,Б|,1,1,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,19,Б|,Б|,Б|,Б|,15,Б|,3,1,1,Б|,1,1,4,2,2,4,Б|,Б|,2,Б|,2,Б|,Б|,Б|
Ум 4ПрРЉ 7ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,55,1,Б|,1,Б|,50,Б|,2,10,7,3,2,4,8,7,7,4,3,Б|,1,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,57,5,1,3,1,36,1,8,3,2,4,Б|,3,7,2,6,16,4,6,3,3,Б|,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,301,4,2,2,Б|,269,25,76,66,28,17,11,13,16,6,11,28,11,8,3,3,3,Б|,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,268,13,6,3,4,225,4,28,34,37,22,14,21,26,19,20,30,16,5,5,2,1,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,355,11,4,3,4,274,19,68,50,23,17,16,21,28,21,11,70,29,16,11,8,5,Б|,Б|,1
Ум 4ПрРЉ13ТЪЦЏ,545,47,26,13,8,421,22,58,65,67,41,29,26,52,30,31,77,25,20,14,8,6,2,2,Б|
Ум 4ПрРЉ14ТЪЦЏ,263,19,9,3,7,193,26,26,28,35,20,12,13,11,14,8,51,14,21,7,4,5,Б|,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,254,21,4,11,6,198,15,38,23,23,23,21,16,23,11,5,35,11,13,4,4,3,Б|,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,309,37,16,17,4,237,10,55,48,40,32,17,12,13,6,4,35,12,14,4,3,2,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,233,8,3,2,3,218,37,70,38,19,10,5,8,16,8,7,7,5,1,1,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,100,10,3,4,3,73,1,8,12,11,10,8,6,5,4,8,17,1,7,5,3,1,Б|,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,140,5,2,1,2,114,4,18,30,20,11,5,4,6,8,8,21,8,7,2,2,2,Б|,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,208,56,16,23,17,131,12,6,8,26,25,19,14,10,4,7,21,3,5,4,4,3,2,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,158,10,1,2,7,122,15,22,17,11,6,11,20,6,4,10,26,10,6,5,5,Б|,Б|,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,163,11,5,2,4,128,4,22,29,31,8,9,6,9,7,3,24,6,9,6,1,2,Б|,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,179,29,8,13,8,135,8,9,10,27,23,17,14,14,4,9,15,9,2,3,1,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,209,29,7,10,12,129,4,8,10,15,9,17,12,16,19,19,51,17,14,9,5,3,3,Б|,Б|
Ум 4ПрРЉ27ТЪЦЏ,109,3,1,2,Б|,91,1,9,19,14,10,8,6,9,7,8,15,2,4,4,3,1,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,30,2,1,Б|,1,23,1,5,5,Б|,2,Б|,3,4,3,Б|,5,1,1,1,Б|,2,Б|,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 5ПрРЉ 3ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
