ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Ум 2ПрУМ 5ТЪЦЏ,178,24,6,10,8,130,6,20,17,19,13,9,11,16,11,8,24,5,3,5,6,1,3,1,Б|
Ум 2ПрУМ 6ТЪЦЏ,606,43,13,16,14,411,24,39,16,35,30,32,48,75,46,66,152,60,38,23,21,9,Б|,1,Б|
Ум 3ПрУМ 1ТЪЦЏ,154,9,2,4,3,99,7,6,7,7,8,18,13,14,9,10,46,20,11,9,4,1,1,Б|,Б|
Ум 3ПрУМ 2ТЪЦЏ,295,23,7,9,7,204,11,20,17,21,20,22,12,30,27,24,68,18,20,14,10,4,2,Б|,Б|
Ум 3ПрУМ 3ТЪЦЏ,65,4,1,2,1,40,1,10,8,7,2,1,4,2,4,1,21,5,3,5,4,2,2,Б|,Б|
Ум 3ПрУМ 4ТЪЦЏ,298,20,8,2,10,249,13,35,41,30,24,24,24,17,16,25,29,12,7,5,1,2,Б|,2,Б|
Ум 3ПрУМ 6ТЪЦЏ,22,Б|,Б|,Б|,Б|,18,Б|,4,5,1,Б|,Б|,2,3,2,1,4,Б|,Б|,2,2,Б|,Б|,Б|,Б|
Ум 4ПрУМ 1ТЪЦЏ,41,3,1,1,1,29,2,4,2,4,4,5,2,2,1,3,9,3,3,2,1,Б|,Б|,Б|,Б|
Ум 4ПрУМ 2ТЪЦЏ,196,6,5,1,Б|,157,1,24,27,30,16,7,11,18,12,11,33,9,7,7,4,1,4,1,Б|
Ум 4ПрУМ 3ТЪЦЏ,145,5,1,Б|,4,117,8,18,22,10,11,9,10,15,6,8,23,5,5,6,4,3,Б|,Б|,Б|
Ум 4ПрУМ 4ТЪЦЏ,190,4,2,1,1,165,4,39,36,18,20,6,10,11,11,10,21,3,8,4,4,Б|,2,Б|,Б|
Ум 4ПрУМ 5ТЪЦЏ,244,6,3,Б|,3,201,6,35,45,35,18,16,9,11,15,11,37,8,12,8,5,3,1,Б|,Б|
Ум 5ПрУМ 1ТЪЦЏ,113,8,3,2,3,82,4,10,10,9,11,4,7,12,8,7,23,7,5,8,2,Б|,1,Б|,Б|
Ум 5ПрУМ 2ТЪЦЏ,180,7,4,2,1,130,6,19,20,18,17,7,8,15,13,7,43,12,8,12,11,Б|,Б|,Б|,Б|
Ум 5ПрУМ 3ТЪЦЏ,207,10,7,1,2,173,9,34,36,36,11,11,6,14,8,8,24,4,6,4,4,2,3,1,Б|
Ум 5ПрУМ 5ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 6ПрУМ 1ТЪЦЏ,39,2,1,Б|,1,35,1,4,6,6,3,5,2,3,3,2,2,1,1,Б|,Б|,Б|,Б|,Б|,Б|
Ум 6ПрУМ 2ТЪЦЏ,111,5,Б|,2,3,82,3,9,15,9,11,6,8,10,6,5,24,8,4,5,2,4,1,Б|,Б|
Ум 6ПрУМ 3ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 7ПрУМ 2ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 1ТЪЦЏ,15,Б|,Б|,Б|,Б|,10,Б|,Б|,Б|,1,2,Б|,2,2,Б|,3,5,Б|,2,3,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ 4ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 5ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 6ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 7ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ 8ТЪЦЏ,76,7,3,1,3,56,4,3,6,6,6,5,9,7,7,3,13,4,3,2,1,2,1,Б|,Б|
Ум 1ПрРЉ 9ТЪЦЏ,72,4,Б|,3,1,55,2,10,10,7,7,2,2,6,2,7,13,5,2,Б|,4,1,1,Б|,Б|
Ум 1ПрРЉ10ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 1ПрРЉ11ТЪЦЏ,49,2,1,1,Б|,47,1,7,18,11,3,2,1,1,3,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Ум 1ПрРЉ12ТЪЦЏ,89,7,Б|,1,6,70,1,13,12,7,7,9,7,7,4,3,12,1,4,2,3,Б|,1,1,Б|
Ум 1ПрРЉ13ТЪЦЏ,103,17,10,6,1,77,1,3,11,12,13,4,5,14,12,2,9,2,3,2,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ14ТЪЦЏ,108,2,Б|,Б|,2,93,3,18,26,12,4,8,7,5,6,4,13,4,4,1,3,Б|,Б|,1,Б|
Ум 1ПрРЉ15ТЪЦЏ,104,5,2,3,Б|,86,8,28,8,14,6,5,4,7,4,2,13,5,4,1,1,1,Б|,1,Б|
Ум 1ПрРЉ16ТЪЦЏ,73,Б|,Б|,Б|,Б|,67,4,13,6,12,5,7,5,6,5,4,6,Б|,Б|,5,Б|,1,Б|,Б|,Б|
Ум 1ПрРЉ17ТЪЦЏ,132,3,1,2,Б|,103,2,8,12,14,5,13,5,13,12,19,26,7,6,7,3,2,Б|,1,Б|
Ум 1ПрРЉ18ТЪЦЏ,112,8,1,3,4,86,3,22,12,12,6,8,4,11,4,4,18,6,5,5,Б|,1,1,Б|,Б|
Ум 1ПрРЉ19ТЪЦЏ,345,40,22,14,4,272,4,25,36,59,46,24,21,17,16,24,33,8,7,9,6,2,1,Б|,Б|
Ум 1ПрРЉ20ТЪЦЏ,172,17,10,4,3,140,5,11,21,25,18,13,11,16,12,8,15,5,3,5,2,Б|,Б|,Б|,Б|
Ум 1ПрРЉ21ТЪЦЏ,262,34,15,12,7,193,8,10,26,28,31,22,22,19,16,11,35,13,10,7,2,2,Б|,1,Б|
Ум 1ПрРЉ22ТЪЦЏ,108,5,3,1,1,94,4,14,24,22,7,3,6,5,7,2,9,3,2,1,3,Б|,Б|,Б|,Б|
Ум 1ПрРЉ23ТЪЦЏ,389,49,15,20,14,276,19,18,19,24,37,45,31,35,25,23,64,23,25,9,2,4,1,Б|,Б|
Ум 1ПрРЉ24ТЪЦЏ,150,12,5,1,6,121,13,2,17,19,17,17,13,7,10,6,17,6,4,3,1,2,Б|,Б|,1
Ум 1ПрРЉ25ТЪЦЏ,254,41,15,15,11,185,7,10,18,30,24,23,19,20,11,23,28,5,13,5,3,1,Б|,1,Б|
Ум 1ПрРЉ26ТЪЦЏ,47,3,2,Б|,1,34,6,Б|,1,3,2,3,6,4,3,6,10,2,2,2,1,2,1,Б|,Б|
Ум 1ПрРЉ27ТЪЦЏ,296,33,16,8,9,209,11,11,12,26,31,25,19,31,21,22,54,18,16,11,7,Б|,Б|,2,Б|
Ум 1ПрРЉ28ТЪЦЏ,107,11,5,4,2,74,2,5,11,11,8,12,7,6,6,6,22,8,5,4,3,1,Б|,1,Б|
Ум 2ПрРЉ 1ТЪЦЏ,22,Б|,Б|,Б|,Б|,11,1,Б|,Б|,1,3,1,2,Б|,1,2,11,6,1,1,1,Б|,2,Б|,Б|
Ум 2ПрРЉ 2ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 3ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 4ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ 5ТЪЦЏ,52,Б|,Б|,Б|,Б|,36,Б|,2,2,5,4,2,4,6,3,8,16,4,1,3,5,3,Б|,Б|,Б|
Ум 2ПрРЉ 6ТЪЦЏ,31,Б|,Б|,Б|,Б|,21,Б|,Б|,3,1,2,2,1,2,7,3,10,3,3,1,2,Б|,1,Б|,Б|
Ум 2ПрРЉ 7ТЪЦЏ,36,4,4,Б|,Б|,24,1,2,Б|,2,3,2,2,3,6,3,8,Б|,2,4,Б|,1,1,Б|,Б|
Ум 2ПрРЉ 8ТЪЦЏ,129,18,4,6,8,90,3,3,5,10,16,6,13,19,7,8,21,7,6,4,3,1,Б|,Б|,Б|
Ум 2ПрРЉ 9ТЪЦЏ,23,Б|,Б|,Б|,Б|,15,Б|,1,1,2,1,Б|,1,2,2,5,8,Б|,1,2,3,1,1,Б|,Б|
Ум 2ПрРЉ10ТЪЦЏ,168,1,Б|,1,Б|,117,4,9,4,13,9,9,16,22,17,14,50,22,14,8,5,Б|,1,Б|,Б|
Ум 2ПрРЉ11ТЪЦЏ,16,Б|,Б|,Б|,Б|,14,8,2,Б|,1,1,1,Б|,1,Б|,Б|,2,Б|,1,1,Б|,Б|,Б|,Б|,Б|
Ум 2ПрРЉ12ТЪЦЏ,209,10,6,2,2,156,3,17,23,30,16,13,10,18,17,9,43,12,10,6,7,4,4,Б|,Б|
Ум 2ПрРЉ13ТЪЦЏ,192,6,Б|,Б|,6,166,10,46,40,20,9,12,6,9,8,6,20,6,4,4,3,2,1,Б|,Б|
Ум 2ПрРЉ14ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 2ПрРЉ18ТЪЦЏ,120,3,1,Б|,2,97,4,29,21,14,6,3,9,5,2,4,20,3,9,6,1,1,Б|,Б|,Б|
Ум 2ПрРЉ19ТЪЦЏ,237,14,8,4,2,194,6,22,38,32,21,16,19,20,12,8,29,8,8,8,4,Б|,1,Б|,Б|
Ум 2ПрРЉ20ТЪЦЏ,66,3,1,Б|,2,47,2,5,3,7,1,4,9,8,4,4,16,2,4,6,2,1,1,Б|,Б|
Ум 2ПрРЉ21ТЪЦЏ,132,9,3,1,5,104,7,9,7,11,9,10,14,9,16,12,19,5,6,3,3,Б|,2,Б|,Б|
Ум 2ПрРЉ22ТЪЦЏ,325,39,16,18,5,243,24,17,22,40,40,27,25,23,16,9,43,13,10,11,4,5,Б|,Б|,Б|
Ум 2ПрРЉ23ТЪЦЏ,102,11,5,3,3,67,4,7,8,11,8,4,4,6,8,7,24,6,7,4,3,2,2,Б|,Б|
Ум 2ПрРЉ24ТЪЦЏ,187,28,10,9,9,130,4,5,17,18,21,24,9,12,11,9,29,8,9,6,2,4,Б|,Б|,Б|
Ум 2ПрРЉ25ТЪЦЏ,238,10,1,2,7,172,8,17,34,22,25,18,12,9,8,19,56,19,13,11,8,3,2,Б|,Б|
Ум 2ПрРЉ26ТЪЦЏ,362,40,9,20,11,245,7,17,22,29,32,26,29,31,33,19,77,23,13,17,17,6,1,Б|,Б|
Ум 2ПрРЉ27ТЪЦЏ,112,12,4,5,3,75,5,6,10,5,10,14,7,7,7,4,25,8,7,6,1,2,Б|,1,Б|
Ум 2ПрРЉ28ТЪЦЏ,88,5,3,1,1,66,Б|,2,6,8,13,8,6,10,4,9,17,6,6,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ 1ТЪЦЏ,30,Б|,Б|,Б|,Б|,18,Б|,3,5,Б|,Б|,Б|,1,1,4,4,12,2,3,2,3,2,Б|,Б|,Б|
Ум 3ПрРЉ 2ТЪЦЏ,134,4,2,1,1,86,2,2,9,6,5,5,8,16,16,17,44,8,15,6,8,5,2,Б|,Б|
Ум 3ПрРЉ 3ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 4ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 5ТЪЦЏ,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ 6ТЪЦЏ,147,8,5,1,2,104,2,3,13,17,10,8,13,13,8,17,35,12,7,5,4,3,3,1,Б|
Ум 3ПрРЉ 7ТЪЦЏ,123,6,1,1,4,96,8,8,13,17,10,4,6,11,8,11,21,10,6,3,1,1,Б|,Б|,Б|
Ум 3ПрРЉ 8ТЪЦЏ,338,11,2,8,1,254,10,26,41,39,17,17,22,26,25,31,73,23,26,11,8,3,2,Б|,Б|
Ум 3ПрРЉ 9ТЪЦЏ,58,2,2,Б|,Б|,47,Б|,7,5,7,8,6,3,3,5,3,9,1,Б|,4,3,Б|,1,Б|,Б|
Ум 3ПрРЉ10ТЪЦЏ,35,Б|,Б|,Б|,Б|,24,1,1,3,Б|,3,2,1,3,6,4,11,3,3,1,2,2,Б|,Б|,Б|
Ум 3ПрРЉ11ТЪЦЏ,201,4,Б|,2,2,128,3,5,7,10,20,13,10,16,21,23,69,23,22,13,7,2,2,Б|,Б|
Ум 3ПрРЉ12ТЪЦЏ,236,14,3,2,9,181,7,26,29,23,22,15,20,19,14,6,41,11,15,6,4,3,Б|,2,Б|
Ум 3ПрРЉ13ТЪЦЏ,63,Б|,Б|,Б|,Б|,55,5,16,7,12,9,2,2,Б|,Б|,2,8,3,2,3,Б|,Б|,Б|,Б|,Б|
Ум 3ПрРЉ14ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ17ТЪЦЏ,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 3ПрРЉ18ТЪЦЏ,33,1,Б|,Б|,1,24,1,3,4,2,3,2,2,2,1,4,8,1,Б|,4,2,1,Б|,Б|,Б|
Ум 3ПрРЉ20ТЪЦЏ,156,10,1,5,4,124,4,12,31,15,12,8,9,17,6,10,22,6,8,3,2,3,Б|,Б|,Б|
Ум 3ПрРЉ21ТЪЦЏ,131,18,4,7,7,83,10,8,7,3,5,11,18,10,6,5,30,7,11,7,5,Б|,Б|,Б|,Б|
Ум 3ПрРЉ22ТЪЦЏ,133,5,Б|,3,2,93,2,12,24,20,11,3,5,5,10,1,35,4,7,7,8,3,4,2,Б|
Ум 3ПрРЉ23ТЪЦЏ,157,17,6,8,3,112,2,10,28,14,14,5,8,10,14,7,28,6,7,8,4,2,1,Б|,Б|
Ум 3ПрРЉ24ТЪЦЏ,120,15,7,5,3,85,2,9,16,11,13,5,4,9,9,7,20,7,7,2,3,1,Б|,Б|,Б|
Ум 3ПрРЉ25ТЪЦЏ,214,24,5,11,8,143,8,15,16,17,21,13,10,22,9,12,47,14,18,5,4,5,1,Б|,Б|
Ум 3ПрРЉ26ТЪЦЏ,115,12,3,5,4,77,7,6,8,3,3,9,14,13,4,10,26,14,6,2,Б|,3,1,Б|,Б|
Ум 3ПрРЉ27ТЪЦЏ,130,8,2,2,4,94,11,7,6,11,10,5,12,15,6,11,28,6,10,2,5,4,1,Б|,Б|
Ум 3ПрРЉ28ТЪЦЏ,53,7,1,2,4,30,3,3,4,2,1,6,2,4,4,1,16,5,5,3,2,Б|,1,Б|,Б|
Ум 4ПрРЉ 1ТЪЦЏ,68,3,Б|,Б|,3,52,3,7,9,1,1,1,5,12,5,8,13,5,6,1,Б|,Б|,1,Б|,Б|
Ум 4ПрРЉ 2ТЪЦЏ,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 3ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 4ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 5ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 6ТЪЦЏ,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 7ТЪЦЏ,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ 8ТЪЦЏ,43,1,Б|,1,Б|,35,1,Б|,5,8,1,3,4,5,2,6,7,5,1,1,Б|,Б|,Б|,Б|,Б|
Ум 4ПрРЉ 9ТЪЦЏ,61,3,Б|,2,1,43,6,7,7,3,4,Б|,1,6,3,6,15,3,6,1,4,1,Б|,Б|,Б|
Ум 4ПрРЉ10ТЪЦЏ,359,6,5,1,Б|,327,26,87,77,33,27,17,12,24,12,12,26,10,7,4,2,3,Б|,Б|,Б|
Ум 4ПрРЉ11ТЪЦЏ,269,15,6,4,5,224,3,36,40,35,20,16,15,26,15,18,30,15,9,3,2,Б|,1,Б|,Б|
Ум 4ПрРЉ12ТЪЦЏ,353,9,5,3,1,272,15,67,45,27,20,19,16,28,16,19,72,21,23,15,8,3,1,Б|,1
Ум 4ПрРЉ13ТЪЦЏ,549,42,21,12,9,413,19,61,55,64,55,27,26,41,39,26,94,31,22,16,13,8,2,1,1
Ум 4ПрРЉ14ТЪЦЏ,263,17,8,3,6,194,19,24,37,24,20,24,10,12,13,11,52,10,21,9,7,4,1,Б|,Б|
Ум 4ПрРЉ15ТЪЦЏ,263,23,8,9,6,207,9,32,40,27,24,22,16,19,12,6,33,10,11,2,6,4,Б|,Б|,Б|
Ум 4ПрРЉ16ТЪЦЏ,320,31,8,14,9,255,4,71,50,35,30,24,12,10,12,7,34,6,11,12,3,2,Б|,Б|,Б|
Ум 4ПрРЉ17ТЪЦЏ,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ум 4ПрРЉ18ТЪЦЏ,215,7,2,1,4,198,29,51,27,21,9,15,4,19,12,11,10,4,2,3,Б|,Б|,1,Б|,Б|
Ум 4ПрРЉ20ТЪЦЏ,86,6,3,1,2,63,2,5,8,11,11,6,5,3,6,6,17,2,5,6,3,1,Б|,Б|,Б|
Ум 4ПрРЉ21ТЪЦЏ,125,3,Б|,2,1,97,7,13,27,15,10,1,4,5,7,8,25,10,5,5,1,3,1,Б|,Б|
Ум 4ПрРЉ22ТЪЦЏ,236,62,18,25,19,152,16,10,7,25,29,25,12,12,10,6,22,6,2,6,4,3,1,Б|,Б|
Ум 4ПрРЉ23ТЪЦЏ,260,31,14,12,5,187,13,21,19,34,22,15,25,19,9,10,42,18,8,9,5,1,1,Б|,Б|
Ум 4ПрРЉ24ТЪЦЏ,157,15,8,2,5,118,4,12,27,27,11,14,6,6,6,5,24,6,6,7,3,1,1,Б|,Б|
Ум 4ПрРЉ25ТЪЦЏ,197,29,8,10,11,149,9,11,13,26,28,17,18,14,9,4,19,10,5,1,3,Б|,Б|,Б|,Б|
Ум 4ПрРЉ26ТЪЦЏ,295,45,17,18,10,192,7,6,15,32,25,24,21,18,18,26,58,12,18,14,6,4,3,1,Б|
Ум 4ПрРЉ27ТЪЦЏ,103,3,1,2,Б|,82,1,4,19,14,8,5,6,8,9,8,18,4,4,4,4,1,1,Б|,Б|
Ум 5ПрРЉ 1ТЪЦЏ,116,3,3,Б|,Б|,108,12,19,29,18,9,7,3,4,6,1,5,1,1,Б|,1,2,Б|,Б|,Б|
Ум 5ПрРЉ 2ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
